Branch_ID,Bank_Type,Priority_Sector,Lending_Rate_Pct,Regional_GDP_Growth,LTV_Ratio,Gross_NPA_Pct
14951,Public,Non-PSL,9.77,3.12,68.57,14.31
12323,Public,Non-PSL,11.26,2.82,47.02,13.06
14176,Foreign,PSL,13.97,-0.0,83.81,17.8
13404,Private,Non-PSL,9.29,3.38,63.52,12.49
13924,Private,PSL,8.86,6.28,47.16,10.01
12839,Private,Non-PSL,12.33,1.83,49.62,12.04
13643,Public,Non-PSL,10.28,0.75,72.25,16.44
14971,Public,PSL,10.33,-1.33,89.99,19.11
12177,Public,Non-PSL,8.95,7.92,41.9,6.23
11246,Foreign,Non-PSL,11.38,4.07,78.67,15.45
14659,Public,Non-PSL,8.32,4.42,50.86,11.47
11971,Public,PSL,7.17,-0.01,44.75,16.1
14081,Private,Non-PSL,11.85,1.38,49.36,14.28
14331,Public,PSL,8.96,4.96,46.9,14.11
10933,Private,Non-PSL,13.89,0.48,50.44,15.25
10667,Private,Non-PSL,8.72,5.03,40.17,10.47
10762,Public,PSL,9.18,7.36,60.39,11.45
10578,Private,Non-PSL,13.49,7.82,85.09,13.37
13449,Private,PSL,11.15,-0.83,81.57,20.21
13739,Public,Non-PSL,12.28,-1.1,48.18,17.97
13704,Public,Non-PSL,12.94,0.37,64.97,17.3
10128,Public,Non-PSL,13.03,0.5,82.34,17.66
11275,Private,Non-PSL,10.36,3.91,46.94,11.44
12444,Private,PSL,12.84,4.45,51.6,13.16
13551,Private,Non-PSL,12.63,7.15,57.35,10.63
11775,Public,Non-PSL,12.51,2.3,89.34,15.92
14318,Public,Non-PSL,7.28,1.7,42.44,13.23
11556,Public,PSL,8.48,5.13,68.24,14.14
10050,Foreign,Non-PSL,8.29,3.19,89.26,14.23
10854,Foreign,Non-PSL,13.29,6.64,79.68,13.49
11280,Public,Non-PSL,10.49,-0.05,78.07,17.17
10939,Public,PSL,7.82,0.39,41.29,15.93
12671,Foreign,PSL,11.51,5.7,43.59,10.04
12335,Foreign,PSL,7.8,1.52,57.13,11.89
14132,Foreign,Non-PSL,8.53,5.46,60.74,9.61
12009,Private,Non-PSL,7.46,0.41,62.45,12.94
13777,Private,PSL,12.75,7.74,60.28,13.81
12043,Private,PSL,10.66,4.46,82.22,16.34
14456,Public,PSL,7.42,0.56,58.58,14.69
13118,Private,Non-PSL,7.1,0.42,67.12,13.7
12631,Private,Non-PSL,11.43,2.89,64.51,13.54
12978,Public,PSL,7.08,5.57,41.76,9.39
13237,Public,PSL,8.54,5.03,51.85,12.03
11603,Private,Non-PSL,8.59,1.66,87.5,15.64
11404,Private,Non-PSL,12.15,6.73,61.06,12.52
14091,Public,PSL,12.14,2.33,87.83,18.78
10497,Public,Non-PSL,11.09,3.79,66.43,13.5
10034,Public,Non-PSL,13.64,4.01,84.76,15.27
11706,Private,PSL,7.74,6.18,71.8,9.76
13612,Private,PSL,8.0,7.11,84.43,12.42
10448,Public,PSL,12.27,4.2,73.85,16.24
12014,Public,PSL,7.97,-0.08,82.38,17.21
11406,Foreign,Non-PSL,10.32,6.89,69.51,12.48
12056,,PSL,,-0.8,65.49,17.34
12417,Foreign,Non-PSL,9.69,1.05,45.61,11.06
11927,Public,PSL,11.12,2.03,40.21,15.27
14522,Public,Non-PSL,11.04,4.1,87.1,13.86
13301,Public,Non-PSL,10.03,5.88,65.84,12.17
11025,Private,Non-PSL,13.61,-1.09,63.02,14.26
11777,Foreign,Non-PSL,11.82,5.37,46.37,10.94
12962,Foreign,PSL,9.42,1.15,41.38,12.3
13834,Public,Non-PSL,9.69,3.12,89.65,16.88
13882,Private,Non-PSL,12.12,2.43,63.31,13.67
10505,Public,Non-PSL,11.79,1.1,79.82,17.74
11575,Foreign,PSL,8.52,-1.22,79.07,18.87
14347,Foreign,PSL,12.6,5.52,47.52,12.17
14961,Public,Non-PSL,10.82,3.88,65.16,13.26
11825,Public,Non-PSL,11.51,0.15,80.9,19.68
11206,,PSL,,7.48,85.77,15.84
11608,Private,Non-PSL,12.6,3.37,48.36,12.66
10196,Private,PSL,9.44,5.98,86.46,12.86
13539,Public,PSL,11.72,2.71,81.71,20.07
11247,Foreign,PSL,7.92,-0.33,63.72,13.59
10341,Foreign,Non-PSL,10.44,6.11,46.33,7.97
11198,Private,PSL,13.78,6.42,56.35,14.5
14408,Foreign,PSL,8.0,3.35,70.63,11.13
10102,Public,PSL,11.45,3.78,70.88,16.33
14429,Private,PSL,8.25,2.32,67.33,14.08
12716,Public,PSL,9.1,7.54,45.63,10.08
13077,Private,Non-PSL,13.63,4.1,80.85,14.57
13670,Private,Non-PSL,10.14,6.11,83.08,11.01
12220,Foreign,PSL,7.79,7.12,56.42,9.54
12181,Foreign,Non-PSL,9.14,0.34,53.9,12.0
10704,Foreign,PSL,7.94,0.52,89.1,17.83
12548,Public,Non-PSL,9.85,0.53,73.99,15.22
11897,Public,PSL,11.31,6.07,43.35,12.8
14437,Public,Non-PSL,9.45,5.26,75.98,15.49
11193,Public,Non-PSL,9.42,5.83,50.34,8.46
14765,Private,PSL,10.77,6.85,86.31,13.65
12989,Public,Non-PSL,12.03,5.92,63.21,12.3
11918,Foreign,PSL,11.15,7.11,89.89,16.17
12766,,PSL,,4.25,67.29,16.22
10437,Public,Non-PSL,7.51,0.11,54.36,15.87
14619,Public,Non-PSL,9.12,5.22,78.88,13.55
11984,Private,Non-PSL,10.38,6.35,45.36,9.72
11977,Public,PSL,8.82,5.49,62.38,13.28
13206,Private,PSL,12.87,0.55,85.82,17.97
11441,Public,PSL,13.79,0.69,54.81,18.57
13751,Private,PSL,13.27,4.1,43.94,14.85
11025,Private,Non-PSL,13.61,-1.09,63.02,14.26
13293,Private,PSL,9.73,-1.29,67.46,17.7
13372,Foreign,Non-PSL,11.17,2.37,52.36,11.33
11081,Foreign,Non-PSL,12.5,2.47,89.81,18.04
13236,Public,Non-PSL,8.64,3.48,86.62,15.67
14637,Public,PSL,9.3,7.36,53.66,12.07
11458,Private,Non-PSL,11.74,2.06,55.36,12.34
13342,Private,Non-PSL,11.05,3.54,42.22,12.18
13124,Public,Non-PSL,10.21,4.55,67.59,12.64
14320,Private,Non-PSL,10.61,5.25,43.99,11.04
13566,Private,Non-PSL,12.08,3.42,61.45,12.65
10363,Public,PSL,10.21,3.44,87.88,17.95
12727,Public,PSL,7.46,-1.04,80.57,19.51
14432,Public,PSL,10.83,-0.11,84.86,19.21
12987,Public,Non-PSL,7.36,5.84,87.24,12.07
11415,Public,Non-PSL,10.72,-0.01,60.8,17.65
13198,Private,Non-PSL,13.13,0.9,65.41,16.71
14907,Foreign,PSL,13.76,6.45,62.63,14.15
14727,Private,PSL,13.41,6.21,68.99,13.84
11037,Private,PSL,9.38,5.14,70.43,15.92
11527,Private,Non-PSL,8.99,-1.75,45.53,13.07
14225,Public,PSL,11.08,6.99,66.09,13.12
13105,Public,PSL,8.81,6.01,75.63,15.14
10987,Private,Non-PSL,11.82,3.67,41.89,12.34
12813,Public,PSL,11.67,-0.97,54.89,18.16
11663,Public,Non-PSL,13.44,1.47,71.48,18.0
10373,Private,Non-PSL,7.66,2.32,65.16,10.69
14481,Foreign,PSL,8.13,-0.88,44.03,12.36
12238,Foreign,Non-PSL,8.3,6.69,84.91,12.53
11373,Public,Non-PSL,12.98,7.36,79.91,14.42
11370,Public,PSL,8.66,6.3,86.09,13.61
12464,Public,PSL,10.99,1.68,78.89,18.11
14942,Public,Non-PSL,10.04,-1.46,50.05,16.2
13295,Foreign,Non-PSL,13.78,5.71,56.19,12.79
13949,Private,Non-PSL,8.14,0.46,66.62,14.55
14044,Private,Non-PSL,11.34,0.57,43.68,13.26
11059,Private,Non-PSL,10.36,6.47,48.35,11.42
10046,Private,Non-PSL,11.64,4.02,70.97,15.05
11618,Public,PSL,11.63,1.71,41.87,14.08
12852,Public,Non-PSL,8.68,4.98,60.54,12.2
11390,Public,PSL,10.18,3.65,60.34,14.65
13829,Private,Non-PSL,12.89,1.91,41.74,14.54
10657,Public,PSL,8.99,4.76,61.61,13.43
10025,Private,PSL,10.19,7.3,76.8,12.69
13595,Private,Non-PSL,10.43,5.4,62.84,9.77
12654,Private,Non-PSL,7.37,6.12,62.75,12.17
13961,Private,Non-PSL,11.02,0.65,53.67,15.04
10202,Public,Non-PSL,7.59,7.83,48.6,8.24
13426,Private,PSL,11.34,1.09,79.85,17.5
14565,Private,PSL,8.62,1.79,62.56,14.49
13106,Private,Non-PSL,10.04,4.04,71.75,11.74
14431,Private,Non-PSL,11.74,6.23,89.79,13.15
13619,Public,PSL,12.57,-1.85,40.89,17.4
12843,Private,Non-PSL,13.43,-1.33,62.75,16.77
11196,Public,Non-PSL,13.1,-0.44,53.26,16.04
14992,Public,Non-PSL,11.01,1.25,69.0,15.19
13627,Private,PSL,7.0,0.77,64.86,15.17
11281,Public,PSL,11.33,6.27,53.12,13.02
11482,Public,Non-PSL,7.84,2.82,59.46,13.66
13939,Public,PSL,8.2,1.89,61.47,15.64
13848,Private,Non-PSL,10.94,4.57,62.81,14.7
11394,Private,PSL,10.64,4.93,70.6,14.13
14296,Private,PSL,9.07,7.02,77.79,12.18
13594,Public,Non-PSL,11.06,7.07,83.96,14.49
14913,Public,Non-PSL,10.74,-1.03,76.98,17.99
12546,Private,Non-PSL,10.41,-1.53,45.04,12.92
12280,Public,PSL,7.5,4.06,59.46,12.24
11789,Private,Non-PSL,7.47,6.51,61.49,8.58
10503,Public,PSL,9.17,0.33,76.96,19.85
11110,,PSL,,7.44,72.79,11.36
14302,Private,Non-PSL,13.58,2.95,72.49,16.12
12908,Foreign,Non-PSL,8.58,5.96,80.66,10.44
10923,Public,PSL,13.26,-0.25,56.24,17.78
10710,Foreign,Non-PSL,11.77,7.07,45.81,9.76
14297,Private,Non-PSL,8.0,6.76,80.68,12.35
12002,,Non-PSL,,-0.13,44.0,11.38
14042,,PSL,,1.16,47.64,14.94
13568,Public,Non-PSL,11.67,7.0,62.79,11.75
10752,Private,Non-PSL,13.58,5.99,70.31,12.0
11900,Public,Non-PSL,12.49,2.22,46.08,12.08
10275,Private,PSL,10.58,2.72,86.11,17.49
11382,Private,Non-PSL,9.74,3.3,77.77,14.35
13504,Private,Non-PSL,7.21,7.72,42.8,6.25
14223,Public,Non-PSL,13.29,3.32,62.08,14.61
12904,Foreign,PSL,9.92,6.03,82.39,14.49
14329,Private,PSL,7.6,1.38,54.84,14.49
13714,Private,Non-PSL,11.36,2.27,46.1,11.86
12687,Public,PSL,7.87,5.47,71.98,13.28
10729,Foreign,PSL,8.41,-0.33,48.85,12.66
13957,Private,Non-PSL,13.49,4.45,43.99,13.74
13037,Private,Non-PSL,10.02,0.71,66.87,15.45
12507,Private,Non-PSL,12.98,2.15,73.27,14.75
12021,Private,PSL,13.74,3.51,60.01,16.78
14882,Public,Non-PSL,10.28,3.66,50.01,12.99
10567,,Non-PSL,,4.97,82.51,15.22
10628,Foreign,Non-PSL,12.23,1.42,66.26,16.52
12755,Foreign,PSL,13.42,0.47,72.83,16.77
11690,Public,Non-PSL,12.35,-1.27,72.67,16.75
13379,Private,Non-PSL,7.62,3.76,71.72,13.05
11451,Private,Non-PSL,10.48,6.41,48.71,9.53
10700,Private,Non-PSL,10.37,0.92,58.54,12.41
13541,Private,Non-PSL,8.47,3.86,63.45,11.21
14370,,PSL,,3.81,78.98,13.05
14050,Public,PSL,8.41,3.17,40.96,11.68
14444,,PSL,,1.8,81.56,17.77
11269,Foreign,Non-PSL,11.2,1.03,86.63,15.57
10117,Public,Non-PSL,12.63,2.56,45.13,15.51
12554,Private,Non-PSL,13.63,2.65,73.12,14.2
10107,Private,PSL,9.87,1.67,53.06,15.19
11387,Private,PSL,12.41,3.57,42.22,15.34
14098,Foreign,Non-PSL,7.57,-1.14,88.73,16.1
11796,Private,PSL,7.59,0.86,83.6,16.09
12714,Foreign,Non-PSL,9.6,2.47,67.52,12.11
11055,Private,Non-PSL,13.99,6.48,89.41,13.66
12679,Private,Non-PSL,7.78,-1.26,77.27,16.61
10287,Private,Non-PSL,10.26,7.84,61.39,11.18
10337,Private,PSL,12.99,1.35,52.5,15.84
14777,Private,PSL,7.0,3.38,53.26,13.0
12553,Private,PSL,12.66,4.62,54.47,14.66
10201,Public,Non-PSL,11.49,1.04,66.06,15.45
11463,Private,PSL,7.75,7.49,71.36,12.26
14016,Public,PSL,8.82,-1.26,50.44,15.82
12870,Public,Non-PSL,9.47,-1.92,73.26,17.71
12758,Foreign,Non-PSL,13.23,6.82,83.73,12.41
13775,Private,PSL,11.61,7.48,83.97,14.06
12498,Foreign,Non-PSL,13.06,6.5,67.1,11.02
14453,Public,Non-PSL,12.83,-0.54,63.66,18.35
10164,Private,Non-PSL,10.75,2.69,59.58,13.97
10370,Public,Non-PSL,7.49,-0.3,70.32,15.04
13815,Public,Non-PSL,8.77,4.55,69.45,12.94
12649,Private,PSL,10.03,1.2,74.67,16.54
14701,Private,Non-PSL,8.75,5.81,89.73,13.95
14167,Private,PSL,8.68,6.54,55.54,10.35
11771,Public,Non-PSL,10.22,-0.87,40.42,13.69
13801,Public,Non-PSL,9.07,5.64,84.73,14.53
14768,Private,PSL,7.68,5.61,89.08,12.74
10573,Public,Non-PSL,9.78,6.22,54.84,10.29
14334,Private,Non-PSL,11.51,5.16,52.03,13.78
13364,Foreign,PSL,8.85,2.53,58.62,13.03
14213,Private,Non-PSL,10.81,-1.36,53.86,17.05
10294,Foreign,Non-PSL,9.52,-1.78,73.86,14.96
13508,Private,Non-PSL,10.26,3.96,79.82,13.02
11727,Private,PSL,10.57,1.37,49.63,16.51
11138,Private,Non-PSL,10.47,7.33,85.0,11.57
13422,Public,PSL,11.37,0.54,51.01,15.84
11240,Public,Non-PSL,8.3,6.94,53.97,11.31
10343,Public,PSL,8.21,-1.09,47.1,16.69
14592,Private,PSL,8.45,-0.72,89.74,16.96
13590,Public,PSL,8.37,4.71,51.86,12.5
12854,Private,Non-PSL,13.43,0.96,66.38,15.71
14221,Private,PSL,9.15,-1.07,75.07,16.99
13285,Foreign,Non-PSL,10.26,3.88,67.88,11.62
14696,Public,PSL,13.16,3.52,55.13,17.27
10486,Public,Non-PSL,13.31,7.87,82.44,14.29
12260,Private,Non-PSL,10.04,2.44,81.17,16.36
14110,Private,Non-PSL,11.04,5.17,45.53,9.17
10706,Foreign,Non-PSL,13.93,0.66,69.46,17.02
12506,Private,Non-PSL,7.76,7.46,89.12,11.64
10871,Private,PSL,9.61,0.11,43.29,15.14
14489,Public,Non-PSL,12.46,-1.0,50.49,16.56
10118,Public,Non-PSL,8.31,2.82,70.63,14.54
10876,Public,Non-PSL,8.09,0.58,55.21,14.23
10673,Private,PSL,7.56,4.4,50.23,10.68
11473,Private,PSL,13.15,4.48,89.93,16.43
13975,Public,PSL,8.9,2.3,79.49,17.12
10187,Public,Non-PSL,12.72,4.77,82.46,15.72
10758,Foreign,PSL,10.73,2.3,77.53,16.04
12702,Private,PSL,13.83,5.51,52.94,13.3
12751,Private,Non-PSL,9.72,-0.42,41.41,11.88
13808,Public,PSL,9.43,5.68,53.57,12.94
14886,Public,Non-PSL,13.19,4.73,84.49,16.25
12200,Public,Non-PSL,9.66,7.47,73.98,11.98
10879,Foreign,PSL,7.19,2.48,45.01,12.4
14903,Public,PSL,7.86,-0.51,43.85,14.6
11054,Public,Non-PSL,12.59,1.94,80.11,15.89
12017,Private,PSL,9.43,0.41,43.63,12.49
11632,Private,Non-PSL,9.43,-0.62,85.54,17.11
11297,Public,PSL,8.17,1.5,62.9,14.94
11934,Private,PSL,11.22,-0.71,48.13,15.69
14014,Private,PSL,8.35,-1.48,78.63,16.8
11489,Private,Non-PSL,9.72,2.24,78.06,16.22
11072,Public,Non-PSL,8.64,1.05,85.58,16.96
14062,Private,Non-PSL,8.47,6.53,88.3,13.48
12473,,Non-PSL,,6.71,54.62,10.66
11921,Public,Non-PSL,11.87,7.34,81.15,13.58
12412,,PSL,,2.47,84.01,15.62
13525,Public,PSL,8.17,3.37,67.91,15.6
10938,Public,PSL,13.4,0.12,49.91,16.51
14124,Private,Non-PSL,13.3,6.95,57.81,14.8
14793,Private,Non-PSL,7.42,-1.85,71.48,16.53
14889,Foreign,Non-PSL,7.18,-0.16,87.33,16.08
11133,Public,Non-PSL,7.57,3.4,56.2,12.44
14926,Private,Non-PSL,8.8,-1.08,53.28,14.04
14216,Private,PSL,12.74,1.29,45.96,13.35
14933,,PSL,,0.27,68.06,20.65
11345,Public,PSL,12.2,2.18,58.16,18.2
13435,Public,Non-PSL,11.95,7.61,59.57,12.88
12121,Private,PSL,12.63,7.07,57.45,12.96
13579,Private,PSL,12.19,1.45,88.43,17.97
14581,Private,Non-PSL,13.54,0.74,64.1,19.24
12494,Private,PSL,9.71,3.69,46.71,13.54
13071,Private,Non-PSL,11.95,2.36,60.19,13.35
11952,Private,PSL,8.54,2.74,46.58,14.34
11250,Public,PSL,11.32,-1.14,82.61,20.83
10351,Public,PSL,10.52,5.33,68.92,11.54
13754,Private,PSL,11.84,-0.26,51.73,16.48
14465,Public,Non-PSL,11.73,6.13,89.27,16.28
14992,Public,Non-PSL,11.01,1.25,69.0,15.19
12845,,Non-PSL,,6.21,62.49,10.1
14493,Public,Non-PSL,10.97,1.48,50.95,14.96
11749,Public,Non-PSL,12.32,7.93,52.2,10.71
13117,Private,Non-PSL,12.17,5.31,56.55,11.84
14770,Foreign,PSL,9.42,-0.2,43.26,13.6
12676,Public,Non-PSL,9.01,3.78,77.66,13.25
14576,Private,PSL,9.19,1.37,56.76,14.71
14734,Public,Non-PSL,13.5,5.83,73.84,15.0
13100,Public,PSL,10.04,3.85,63.08,14.49
11734,Foreign,Non-PSL,9.98,1.45,63.76,13.63
14461,Private,PSL,9.82,4.84,88.45,16.76
13844,Private,Non-PSL,9.85,6.76,48.06,8.75
11923,Public,Non-PSL,11.34,0.1,44.92,14.74
10623,,Non-PSL,,6.21,70.74,12.47
12951,Public,Non-PSL,12.79,7.5,62.22,12.51
13233,Public,Non-PSL,8.72,5.97,81.37,12.68
10838,Public,Non-PSL,9.54,2.11,84.5,14.31
10467,Public,Non-PSL,9.0,5.78,61.2,11.75
14276,Private,Non-PSL,11.07,1.36,50.19,14.36
12277,Public,Non-PSL,12.21,1.01,77.04,16.85
12415,Foreign,PSL,10.54,2.85,47.14,13.38
11485,Private,PSL,9.27,-0.05,48.28,16.25
13929,Public,PSL,11.82,-0.77,81.58,19.43
13157,Private,Non-PSL,13.55,5.12,48.98,12.05
12871,Public,PSL,13.26,6.39,75.64,16.23
10137,Public,PSL,10.63,4.03,45.96,13.6
12093,Public,Non-PSL,8.43,4.89,46.85,11.93
14968,Public,PSL,12.01,-0.9,56.61,20.11
14808,Public,PSL,13.69,4.25,81.4,18.72
11408,Private,PSL,12.64,1.15,69.06,19.8
12204,Private,PSL,7.29,-0.87,78.13,15.66
14307,Public,PSL,10.34,0.52,47.29,16.07
14754,Public,Non-PSL,10.56,5.68,66.86,14.21
11585,Public,PSL,13.91,4.69,71.98,17.76
14085,Foreign,Non-PSL,8.53,1.29,49.35,11.28
11935,Private,PSL,11.74,7.48,59.4,13.55
11714,Public,Non-PSL,10.22,6.24,60.44,12.42
10360,Public,PSL,11.03,2.98,71.69,16.17
13784,Private,Non-PSL,12.79,4.59,54.05,13.53
13213,Private,PSL,8.25,-1.84,49.49,14.43
14957,Private,Non-PSL,9.5,5.42,84.45,12.88
10281,Public,Non-PSL,13.23,7.88,60.48,11.51
13967,Public,PSL,9.15,3.92,88.2,17.44
11429,Private,Non-PSL,11.47,0.68,40.39,14.82
11817,Public,PSL,9.07,0.36,68.49,18.26
13425,Private,PSL,12.86,-0.7,83.49,19.42
10314,Foreign,PSL,13.74,7.62,42.68,10.24
13153,Private,Non-PSL,11.94,-0.97,40.09,16.59
14795,,Non-PSL,,3.14,50.53,12.02
14052,Public,PSL,11.82,3.47,59.22,17.53
14757,Public,PSL,7.07,0.43,65.83,17.29
14459,Public,PSL,9.91,4.63,77.02,15.52
11024,Public,Non-PSL,13.8,-1.01,64.22,19.22
11095,Foreign,Non-PSL,8.61,0.05,63.53,13.45
12182,Public,Non-PSL,8.49,2.1,84.52,16.01
13828,Private,Non-PSL,10.37,1.29,43.71,14.93
13984,Private,PSL,8.58,3.53,54.23,11.48
10957,Private,Non-PSL,10.63,1.09,60.18,14.52
12476,Public,PSL,13.09,2.97,57.47,18.74
10232,Public,Non-PSL,10.52,2.19,56.53,14.17
11261,Public,Non-PSL,8.88,-0.8,53.65,14.36
10250,Public,PSL,12.97,2.75,41.0,15.75
11883,Foreign,Non-PSL,11.45,1.22,48.49,14.12
12741,Private,Non-PSL,9.56,4.04,73.32,11.11
13462,Public,Non-PSL,8.09,7.01,49.13,11.52
13881,Private,PSL,10.52,3.85,64.28,13.4
12970,Public,PSL,10.47,6.95,51.88,9.63
14926,Private,Non-PSL,8.8,-1.08,53.28,14.04
11074,Public,Non-PSL,7.13,2.61,42.28,11.35
12303,Public,PSL,10.59,0.75,57.23,16.25
10352,Public,Non-PSL,13.0,7.95,74.46,12.23
12042,Private,Non-PSL,10.93,1.95,57.89,14.46
10581,Private,Non-PSL,10.21,-1.6,60.49,16.89
12976,Foreign,PSL,7.18,-0.46,75.43,16.18
10790,Private,Non-PSL,13.63,0.11,57.22,15.16
11712,Public,PSL,7.43,0.32,45.87,15.72
14237,Private,Non-PSL,7.4,-1.81,86.95,17.81
14549,Foreign,Non-PSL,11.68,2.7,68.33,12.44
10920,Public,Non-PSL,7.98,3.86,53.75,12.5
11405,Public,Non-PSL,11.65,-1.4,81.98,18.38
13578,,Non-PSL,,-0.27,64.1,17.42
10696,Public,Non-PSL,11.27,1.09,80.47,16.74
11861,Private,Non-PSL,12.44,-1.28,85.53,18.49
14724,,Non-PSL,,5.36,52.56,9.44
14405,Private,Non-PSL,13.93,-0.33,66.48,17.77
13843,Private,Non-PSL,10.33,0.42,53.95,13.07
10590,,PSL,,4.41,46.98,10.81
12677,Public,Non-PSL,9.57,5.49,54.72,12.28
11541,Private,PSL,11.96,-0.12,81.64,18.08
10419,Private,Non-PSL,11.71,2.91,60.91,11.96
14448,Public,Non-PSL,12.59,5.16,64.83,14.1
10773,Private,PSL,7.89,0.57,61.68,12.69
12345,Public,Non-PSL,13.59,3.13,63.35,16.07
10302,Public,Non-PSL,10.72,-1.89,81.03,20.03
12966,Public,Non-PSL,11.91,-1.69,51.86,17.63
11231,Public,PSL,13.26,3.79,79.8,16.67
11278,Private,Non-PSL,13.91,1.65,70.21,17.5
11889,Private,PSL,12.09,-0.51,68.02,17.23
13994,Foreign,Non-PSL,7.36,2.77,58.06,13.67
13876,Private,Non-PSL,9.93,-0.87,43.33,13.71
11098,Public,PSL,8.31,6.53,81.31,13.76
13327,Private,Non-PSL,12.62,-0.74,64.67,18.2
12081,Private,Non-PSL,7.19,1.36,69.05,12.5
10236,Public,Non-PSL,12.06,-1.93,69.03,16.7
14900,Public,PSL,13.38,-1.58,61.16,19.63
14804,Foreign,Non-PSL,8.33,4.76,47.03,10.26
12316,,Non-PSL,,7.89,50.78,10.41
10061,,PSL,,7.33,52.91,11.97
11966,Foreign,Non-PSL,11.11,-0.74,62.65,16.13
13986,Public,Non-PSL,13.51,4.97,58.95,14.6
11567,Private,Non-PSL,11.67,4.97,40.2,10.68
10215,Private,Non-PSL,11.99,1.94,85.32,15.08
11936,Public,Non-PSL,12.63,2.75,49.28,13.29
12103,Public,Non-PSL,8.11,7.59,88.97,11.29
10591,Private,Non-PSL,7.97,1.12,78.84,15.03
10090,Public,PSL,10.31,-0.81,51.35,17.1
13315,Public,Non-PSL,8.52,1.96,65.0,14.36
10200,Foreign,Non-PSL,12.46,0.83,51.71,11.4
11536,Private,Non-PSL,7.85,0.5,82.57,15.37
13910,Private,PSL,9.28,7.86,51.54,9.14
11573,Private,Non-PSL,12.16,-1.21,44.35,14.37
10955,Private,PSL,9.93,-1.55,83.75,19.16
11947,,Non-PSL,,-0.63,56.7,15.13
13247,Public,PSL,10.5,0.16,56.8,16.54
11075,Public,Non-PSL,13.91,1.07,55.01,16.42
12059,Public,Non-PSL,11.56,7.0,46.19,10.96
10315,,PSL,,3.09,75.46,15.27
12664,Private,Non-PSL,11.74,3.0,72.75,14.08
12165,Public,Non-PSL,10.3,5.11,57.19,11.31
10210,Public,PSL,8.13,-0.19,71.47,16.52
10785,Private,Non-PSL,8.27,-1.83,76.12,17.17
12578,Private,PSL,11.22,5.14,67.08,14.2
12771,Public,Non-PSL,7.53,3.04,75.89,14.69
10712,Public,Non-PSL,11.17,7.68,54.36,10.64
10263,Private,Non-PSL,7.98,3.58,73.45,12.86
13268,Public,Non-PSL,10.92,1.65,76.93,14.17
14810,Private,Non-PSL,13.02,3.34,88.54,16.64
14046,Public,PSL,9.99,-1.7,56.89,17.33
12895,,PSL,,2.91,58.75,12.73
14531,Public,Non-PSL,8.88,-1.22,66.18,16.41
10897,Private,Non-PSL,9.05,7.15,43.31,10.24
12470,Private,PSL,10.8,1.34,70.27,17.87
10793,Private,PSL,10.54,7.65,80.97,14.77
10098,Private,Non-PSL,9.99,0.62,76.04,15.8
11154,Private,PSL,11.76,-1.37,60.78,18.63
12599,Private,Non-PSL,8.99,7.97,67.61,10.55
14272,Public,Non-PSL,13.68,3.22,61.12,15.36
13442,Private,PSL,10.69,0.07,77.39,18.81
10556,Private,Non-PSL,9.82,5.1,65.49,13.15
11080,Public,PSL,13.65,1.57,80.96,21.79
14784,Public,PSL,9.04,7.38,69.0,13.65
11975,Private,PSL,9.09,3.47,47.91,13.25
13697,Private,Non-PSL,13.73,7.63,87.34,14.9
10339,Private,Non-PSL,10.32,7.1,57.52,9.98
14250,Private,Non-PSL,13.79,1.08,89.78,19.49
12201,Public,Non-PSL,13.84,1.69,55.77,15.52
14366,Public,PSL,11.67,3.05,63.14,16.21
13999,Public,PSL,10.71,-0.92,59.94,16.51
13338,Private,PSL,12.31,2.86,55.5,15.09
14464,Private,Non-PSL,7.95,2.87,42.01,10.57
10864,Foreign,PSL,10.09,2.23,65.33,14.36
13256,Private,PSL,8.0,6.6,53.29,10.6
11831,Public,Non-PSL,13.86,7.32,62.7,15.1
14185,Public,Non-PSL,7.93,5.02,68.09,13.23
14835,Private,PSL,10.83,-0.81,75.08,18.61
14171,Private,Non-PSL,8.24,0.71,78.71,14.93
14434,Private,Non-PSL,13.46,0.91,82.93,17.35
13909,Private,Non-PSL,11.01,3.54,82.81,13.98
12427,Private,PSL,7.81,-0.99,62.94,15.91
14572,Public,Non-PSL,11.72,-0.98,87.07,17.53
10643,Public,Non-PSL,8.48,1.27,63.76,15.33
10619,Public,Non-PSL,12.64,3.51,46.73,11.92
11851,Public,Non-PSL,9.0,0.27,54.4,13.5
10371,Public,PSL,7.71,1.85,58.25,13.82
14628,Public,Non-PSL,10.5,6.72,53.83,12.64
10861,Public,PSL,12.43,2.55,87.48,19.24
13549,Foreign,Non-PSL,9.12,1.88,82.97,13.12
14200,Foreign,PSL,11.32,3.71,68.25,14.26
13045,Private,Non-PSL,12.17,2.51,61.3,13.61
10266,Public,PSL,12.19,3.13,42.1,11.54
10648,Public,Non-PSL,11.75,5.35,82.38,15.48
11316,Private,Non-PSL,11.51,7.33,78.98,11.48
14881,Private,Non-PSL,8.43,2.23,80.94,14.3
13832,Public,Non-PSL,12.66,2.11,46.84,14.18
13083,Foreign,Non-PSL,8.42,0.14,64.2,13.99
11670,Public,PSL,12.72,-0.7,41.06,16.47
11584,Private,Non-PSL,10.48,-1.13,75.76,17.04
13167,Private,Non-PSL,13.49,-1.48,59.78,17.5
14089,Public,Non-PSL,12.95,0.26,40.99,15.19
10083,Public,PSL,9.32,6.37,72.79,15.0
