,muscle reading 1 sensor 1,muscle reading 1 sensor 2,muscle reading 1 sensor 3,muscle reading 1 sensor 4,muscle reading 1 sensor 5,muscle reading 1 sensor 6,muscle reading 1 sensor 7,muscle reading 1 sensor 8,muscle reading 2 sensor 1,muscle reading 2 sensor 2,muscle reading 2 sensor 3,muscle reading 2 sensor 4,muscle reading 2 sensor 5,muscle reading 2 sensor 6,muscle reading 2 sensor 7,muscle reading 2 sensor 8,muscle reading 3 sensor 1,muscle reading 3 sensor 2,muscle reading 3 sensor 3,muscle reading 3 sensor 4,muscle reading 3 sensor 5,muscle reading 3 sensor 6,muscle reading 3 sensor 7,muscle reading 3 sensor 8,muscle reading 4 sensor 1,muscle reading 4 sensor 2,muscle reading 4 sensor 3,muscle reading 4 sensor 4,muscle reading 4 sensor 5,muscle reading 4 sensor 6,muscle reading 4 sensor 7,muscle reading 4 sensor 8,muscle reading 5 sensor 1,muscle reading 5 sensor 2,muscle reading 5 sensor 3,muscle reading 5 sensor 4,muscle reading 5 sensor 5,muscle reading 5 sensor 6,muscle reading 5 sensor 7,muscle reading 5 sensor 8,muscle reading 6 sensor 1,muscle reading 6 sensor 2,muscle reading 6 sensor 3,muscle reading 6 sensor 4,muscle reading 6 sensor 5,muscle reading 6 sensor 6,muscle reading 6 sensor 7,muscle reading 6 sensor 8,muscle reading 7 sensor 1,muscle reading 7 sensor 2,muscle reading 7 sensor 3,muscle reading 7 sensor 4,muscle reading 7 sensor 5,muscle reading 7 sensor 6,muscle reading 7 sensor 7,muscle reading 7 sensor 8,muscle reading 8 sensor 1,muscle reading 8 sensor 2,muscle reading 8 sensor 3,muscle reading 8 sensor 4,muscle reading 8 sensor 5,muscle reading 8 sensor 6,muscle reading 8 sensor 7,muscle reading 8 sensor 8,gesture_class
1137,22.0,4.0,-2.0,-9.0,-4.0,-53.0,-6.0,14.0,-16.0,4.0,-3.0,3.0,11.0,51.0,-1.0,-10.0,-16.0,-12.0,3.0,4.0,-5.0,-61.0,-4.0,3.0,8.0,-3.0,-6.0,-2.0,-1.0,4.0,-14.0,2.0,-12.0,-4.0,1.0,2.0,-6.0,6.0,16.0,-6.0,14.0,12.0,-5.0,-6.0,-8.0,0.0,-2.0,-1.0,7.0,-24.0,-4.0,-2.0,12.0,-35.0,-14.0,6.0,-9.0,-5.0,13.0,7.0,-2.0,19.0,1.0,-4.0,2
1138,9.0,-2.0,-3.0,-1.0,16.0,38.0,8.0,24.0,-6.0,1.0,-1.0,-6.0,0.0,-72.0,-26.0,-10.0,-17.0,2.0,-17.0,-2.0,-35.0,61.0,8.0,17.0,38.0,2.0,16.0,-4.0,-17.0,-27.0,15.0,13.0,-38.0,-4.0,4.0,11.0,29.0,46.0,-18.0,-22.0,1.0,1.0,4.0,1.0,-3.0,22.0,4.0,-10.0,-14.0,-23.0,-11.0,-8.0,9.0,-3.0,12.0,3.0,41.0,28.0,-7.0,0.0,9.0,5.0,-14.0,-5.0,2
1139,-64.0,-2.0,-1.0,-5.0,-18.0,-25.0,6.0,-2.0,7.0,-17.0,-3.0,-2.0,27.0,9.0,7.0,3.0,-6.0,27.0,8.0,1.0,-35.0,-63.0,-22.0,-15.0,-23.0,-23.0,-7.0,3.0,33.0,99.0,21.0,-6.0,55.0,6.0,4.0,-1.0,-18.0,-53.0,-18.0,8.0,-34.0,5.0,1.0,6.0,-1.0,41.0,16.0,-19.0,-22.0,-4.0,6.0,3.0,16.0,31.0,3.0,-4.0,1.0,-10.0,-8.0,-9.0,0.0,-27.0,-7.0,-7.0,2
1140,-6.0,-8.0,-5.0,-3.0,-10.0,-30.0,-8.0,-12.0,22.0,-3.0,-5.0,-6.0,-2.0,12.0,6.0,2.0,-2.0,-14.0,8.0,-7.0,-5.0,14.0,3.0,26.0,-7.0,23.0,-3.0,3.0,19.0,-32.0,-18.0,-35.0,5.0,6.0,8.0,4.0,-17.0,33.0,0.0,1.0,-17.0,-44.0,-5.0,6.0,2.0,-1.0,2.0,-4.0,59.0,21.0,3.0,-2.0,-7.0,36.0,19.0,7.0,-92.0,-21.0,-5.0,-1.0,34.0,-3.0,-12.0,12.0,2
1141,11.0,7.0,-7.0,-9.0,-13.0,8.0,-9.0,-7.0,12.0,12.0,-1.0,-3.0,-10.0,-20.0,6.0,-3.0,-21.0,-7.0,-6.0,2.0,2.0,-12.0,3.0,-12.0,39.0,14.0,-5.0,-7.0,6.0,20.0,2.0,11.0,-2.0,8.0,-3.0,-4.0,-36.0,-47.0,-21.0,-23.0,-35.0,-13.0,6.0,4.0,63.0,51.0,10.0,11.0,13.0,0.0,5.0,7.0,-38.0,-5.0,15.0,3.0,1.0,9.0,8.0,-2.0,-15.0,-103.0,-22.0,-11.0,2
1142,11.0,8.0,5.0,5.0,11.0,65.0,33.0,13.0,-9.0,-43.0,-11.0,-5.0,6.0,-15.0,-12.0,-11.0,-23.0,0.0,7.0,-2.0,19.0,2.0,0.0,3.0,12.0,-10.0,-7.0,-1.0,-17.0,-12.0,-7.0,-3.0,-12.0,8.0,-4.0,-10.0,13.0,-11.0,-5.0,-8.0,29.0,22.0,6.0,0.0,-20.0,7.0,31.0,15.0,-7.0,-15.0,-15.0,-6.0,21.0,-4.0,-7.0,-7.0,10.0,15.0,5.0,9.0,-36.0,10.0,5.0,19.0,2
1143,-9.0,-42.0,-11.0,-7.0,7.0,-31.0,3.0,-28.0,18.0,34.0,4.0,3.0,-34.0,12.0,-4.0,3.0,-28.0,-48.0,4.0,4.0,16.0,-19.0,0.0,25.0,11.0,-7.0,-2.0,-1.0,19.0,56.0,10.0,0.0,29.0,8.0,-1.0,0.0,-10.0,-7.0,5.0,13.0,-1.0,18.0,3.0,-2.0,-2.0,-17.0,-31.0,2.0,12.0,75.0,-8.0,-8.0,-9.0,-30.0,-11.0,-18.0,-15.0,-44.0,-7.0,-3.0,-2.0,7.0,9.0,0.0,2
1144,4.0,0.0,-2.0,4.0,8.0,-14.0,8.0,4.0,-6.0,-15.0,-2.0,-6.0,16.0,19.0,0.0,-7.0,7.0,18.0,-1.0,-2.0,3.0,-1.0,-10.0,12.0,-2.0,9.0,-5.0,-7.0,1.0,7.0,9.0,-18.0,51.0,28.0,11.0,17.0,-43.0,-86.0,-13.0,29.0,-34.0,-4.0,1.0,7.0,10.0,44.0,7.0,-12.0,0.0,-29.0,-5.0,-6.0,21.0,8.0,-11.0,-7.0,31.0,15.0,-4.0,-5.0,-11.0,25.0,6.0,-2.0,2
1145,-94.0,4.0,1.0,-11.0,31.0,24.0,0.0,-5.0,15.0,-36.0,-1.0,7.0,8.0,-58.0,-21.0,18.0,-14.0,-17.0,-1.0,5.0,-5.0,21.0,4.0,-14.0,16.0,5.0,1.0,-3.0,-9.0,5.0,-1.0,5.0,0.0,27.0,-5.0,-4.0,-2.0,-5.0,22.0,1.0,18.0,29.0,4.0,-2.0,-11.0,-25.0,-6.0,-6.0,-28.0,-35.0,-12.0,4.0,18.0,13.0,4.0,-3.0,-12.0,-1.0,-5.0,-4.0,6.0,-2.0,-4.0,-1.0,2
1146,13.0,-25.0,-11.0,0.0,6.0,25.0,-14.0,-16.0,2.0,11.0,3.0,-2.0,-6.0,-30.0,6.0,9.0,19.0,-20.0,-3.0,-1.0,0.0,11.0,1.0,-20.0,1.0,-2.0,-5.0,-8.0,-11.0,-27.0,-15.0,9.0,-10.0,16.0,10.0,16.0,37.0,62.0,19.0,10.0,8.0,-23.0,-4.0,-2.0,6.0,12.0,-7.0,-9.0,37.0,47.0,6.0,0.0,9.0,22.0,14.0,-18.0,-88.0,5.0,5.0,2.0,-4.0,-55.0,-20.0,1.0,2
1147,-12.0,-78.0,-5.0,-8.0,-9.0,-5.0,-2.0,-7.0,25.0,15.0,3.0,-1.0,-6.0,-18.0,-7.0,8.0,-7.0,-8.0,1.0,4.0,33.0,58.0,19.0,-1.0,24.0,0.0,-3.0,3.0,1.0,-31.0,11.0,-9.0,10.0,15.0,0.0,1.0,-3.0,16.0,-7.0,4.0,-22.0,-8.0,-8.0,-11.0,-14.0,-19.0,-6.0,-9.0,-7.0,-3.0,8.0,9.0,-16.0,-2.0,-12.0,25.0,24.0,12.0,0.0,1.0,-2.0,-7.0,5.0,-2.0,2
1148,-11.0,8.0,-4.0,-13.0,-14.0,-37.0,-4.0,0.0,9.0,-12.0,-3.0,7.0,8.0,-42.0,-7.0,-8.0,-10.0,-9.0,6.0,-8.0,-22.0,31.0,-6.0,0.0,-6.0,-10.0,1.0,10.0,-2.0,1.0,-1.0,4.0,18.0,-1.0,4.0,3.0,29.0,52.0,5.0,2.0,12.0,21.0,0.0,-4.0,-22.0,4.0,-1.0,-10.0,-8.0,11.0,-3.0,-5.0,0.0,-37.0,-7.0,-1.0,43.0,30.0,0.0,-5.0,0.0,29.0,-1.0,-14.0,2
1149,-99.0,-52.0,-4.0,-3.0,-6.0,1.0,1.0,-16.0,26.0,16.0,-3.0,-3.0,8.0,11.0,2.0,22.0,-16.0,-12.0,9.0,12.0,-10.0,11.0,11.0,-7.0,30.0,-31.0,-6.0,7.0,3.0,15.0,-4.0,1.0,30.0,14.0,0.0,-1.0,18.0,-6.0,-21.0,17.0,-23.0,-15.0,-6.0,-6.0,-6.0,-9.0,-3.0,-7.0,-18.0,-6.0,-6.0,-4.0,8.0,-15.0,0.0,1.0,-1.0,2.0,1.0,0.0,2.0,6.0,2.0,-3.0,2
1150,20.0,9.0,-2.0,-5.0,-2.0,-32.0,-18.0,-17.0,-11.0,-6.0,-10.0,-8.0,-16.0,4.0,4.0,10.0,4.0,31.0,5.0,10.0,-7.0,-21.0,8.0,4.0,7.0,-31.0,16.0,6.0,-15.0,-1.0,6.0,30.0,13.0,10.0,0.0,1.0,28.0,8.0,6.0,-5.0,4.0,8.0,9.0,3.0,-32.0,-21.0,-8.0,-9.0,0.0,7.0,-3.0,-11.0,2.0,1.0,6.0,-12.0,-12.0,4.0,-9.0,1.0,21.0,34.0,13.0,7.0,2
1151,7.0,-2.0,2.0,-1.0,-10.0,-13.0,1.0,1.0,-6.0,2.0,6.0,-2.0,4.0,1.0,-8.0,-2.0,3.0,-7.0,-8.0,-9.0,4.0,9.0,-9.0,-5.0,-7.0,34.0,4.0,-1.0,-3.0,-16.0,5.0,-1.0,-30.0,-13.0,-13.0,-7.0,-15.0,-1.0,0.0,7.0,33.0,-9.0,12.0,17.0,28.0,40.0,10.0,-8.0,44.0,-10.0,-7.0,4.0,7.0,-22.0,-2.0,26.0,-28.0,7.0,14.0,0.0,-42.0,-3.0,-14.0,-6.0,2
1152,28.0,3.0,-4.0,1.0,10.0,-8.0,4.0,30.0,-20.0,17.0,2.0,-3.0,-3.0,29.0,14.0,10.0,-25.0,-14.0,-9.0,-6.0,3.0,-21.0,0.0,-15.0,15.0,-11.0,-11.0,-10.0,10.0,-16.0,-13.0,0.0,19.0,20.0,5.0,-1.0,-11.0,6.0,0.0,-10.0,-9.0,-20.0,-6.0,-1.0,-1.0,-2.0,-3.0,2.0,7.0,11.0,7.0,-4.0,0.0,0.0,-2.0,5.0,-2.0,13.0,1.0,-2.0,15.0,28.0,-1.0,-9.0,2
1153,6.0,6.0,-3.0,2.0,9.0,-40.0,-33.0,-3.0,-18.0,-29.0,-9.0,5.0,2.0,-13.0,-2.0,-16.0,32.0,32.0,-8.0,4.0,-2.0,42.0,5.0,-7.0,-58.0,-31.0,4.0,-2.0,2.0,-2.0,-7.0,-15.0,-16.0,27.0,3.0,-2.0,-19.0,12.0,13.0,26.0,13.0,-29.0,-9.0,-9.0,-23.0,-16.0,-5.0,3.0,1.0,21.0,6.0,4.0,7.0,-27.0,-15.0,-7.0,7.0,-25.0,-15.0,-4.0,11.0,-18.0,3.0,-13.0,2
1154,6.0,-3.0,0.0,-4.0,4.0,26.0,-2.0,-1.0,-22.0,23.0,-2.0,-3.0,-15.0,-7.0,15.0,-1.0,17.0,-14.0,3.0,-3.0,-2.0,8.0,6.0,18.0,42.0,28.0,-7.0,2.0,14.0,-11.0,-2.0,-3.0,-41.0,-11.0,15.0,8.0,-3.0,-16.0,-14.0,-13.0,11.0,8.0,2.0,1.0,22.0,35.0,-2.0,-6.0,-20.0,-13.0,1.0,-3.0,-14.0,24.0,-8.0,-7.0,10.0,0.0,-2.0,1.0,-2.0,-8.0,1.0,24.0,2
1155,25.0,0.0,-6.0,-2.0,6.0,7.0,3.0,-6.0,0.0,9.0,4.0,-2.0,5.0,-32.0,-11.0,6.0,-16.0,8.0,-10.0,-12.0,-27.0,3.0,-10.0,-12.0,0.0,4.0,13.0,15.0,26.0,-4.0,-4.0,-11.0,-9.0,2.0,7.0,-4.0,-43.0,-55.0,18.0,20.0,32.0,34.0,2.0,-3.0,4.0,24.0,-5.0,-9.0,-24.0,-45.0,-3.0,7.0,16.0,-28.0,17.0,22.0,-1.0,11.0,-5.0,-6.0,4.0,21.0,-4.0,-14.0,2
1156,0.0,-8.0,-8.0,-4.0,-7.0,25.0,10.0,-11.0,14.0,19.0,4.0,0.0,4.0,6.0,-1.0,-14.0,0.0,0.0,0.0,-3.0,-17.0,8.0,-1.0,11.0,-15.0,4.0,-8.0,-6.0,8.0,-2.0,3.0,8.0,18.0,5.0,-6.0,3.0,-5.0,-14.0,-9.0,-5.0,-31.0,0.0,10.0,-5.0,12.0,-38.0,-5.0,-6.0,12.0,4.0,-1.0,0.0,-2.0,24.0,-3.0,-1.0,-7.0,-25.0,-9.0,-4.0,-22.0,11.0,-1.0,2.0,2
1157,3.0,8.0,4.0,-1.0,9.0,25.0,-1.0,-12.0,-13.0,-13.0,-3.0,-2.0,-2.0,-19.0,5.0,18.0,-14.0,-6.0,1.0,5.0,6.0,9.0,0.0,-13.0,16.0,2.0,2.0,6.0,-9.0,0.0,-6.0,7.0,5.0,6.0,-15.0,-6.0,9.0,32.0,19.0,-4.0,9.0,-20.0,15.0,6.0,-12.0,-30.0,-9.0,4.0,-5.0,-7.0,0.0,-11.0,9.0,-39.0,4.0,-2.0,47.0,-17.0,1.0,5.0,-31.0,-31.0,-1.0,1.0,2
1158,-30.0,-13.0,2.0,7.0,9.0,39.0,-1.0,0.0,-9.0,-14.0,-11.0,-3.0,-2.0,1.0,-3.0,3.0,6.0,21.0,-7.0,-2.0,-7.0,-8.0,2.0,-26.0,-4.0,10.0,14.0,-4.0,-20.0,-28.0,-1.0,14.0,11.0,-19.0,-4.0,-4.0,-7.0,-26.0,1.0,4.0,11.0,17.0,3.0,7.0,16.0,32.0,5.0,-11.0,-17.0,-25.0,-2.0,1.0,4.0,-6.0,-24.0,-16.0,-26.0,-2.0,-10.0,-10.0,7.0,9.0,6.0,12.0,2
1159,42.0,9.0,-1.0,2.0,24.0,6.0,7.0,12.0,-19.0,20.0,-15.0,-9.0,-50.0,-26.0,4.0,9.0,14.0,-7.0,8.0,16.0,29.0,2.0,5.0,-25.0,10.0,6.0,2.0,0.0,-2.0,10.0,-13.0,-4.0,-47.0,2.0,1.0,-7.0,4.0,-7.0,-10.0,-12.0,0.0,12.0,-2.0,6.0,19.0,37.0,-4.0,-1.0,31.0,-6.0,0.0,1.0,-8.0,-19.0,15.0,19.0,-65.0,-11.0,-3.0,-5.0,-1.0,2.0,4.0,0.0,2
1160,21.0,7.0,-2.0,-3.0,1.0,27.0,2.0,-3.0,-4.0,-22.0,-3.0,2.0,1.0,8.0,-6.0,1.0,8.0,7.0,-4.0,-11.0,7.0,-33.0,-11.0,10.0,17.0,20.0,6.0,9.0,26.0,64.0,7.0,-13.0,-6.0,-22.0,-18.0,3.0,-16.0,-26.0,13.0,29.0,-23.0,13.0,17.0,2.0,4.0,66.0,1.0,-12.0,20.0,-3.0,2.0,2.0,0.0,-30.0,-10.0,20.0,6.0,1.0,-10.0,-13.0,0.0,-15.0,-6.0,-18.0,2
1161,12.0,7.0,0.0,-8.0,-12.0,-11.0,-10.0,10.0,-4.0,-7.0,-10.0,7.0,-2.0,-18.0,-5.0,-30.0,-8.0,-8.0,6.0,-1.0,-11.0,2.0,-9.0,5.0,0.0,3.0,-2.0,2.0,30.0,21.0,-1.0,-1.0,3.0,18.0,9.0,-1.0,-1.0,-3.0,-4.0,-26.0,10.0,-45.0,-14.0,-4.0,-21.0,5.0,-1.0,27.0,-5.0,4.0,2.0,-1.0,20.0,20.0,-12.0,-7.0,3.0,9.0,-3.0,-4.0,-24.0,-74.0,-6.0,1.0,2
1162,-31.0,-14.0,3.0,3.0,-3.0,-20.0,-14.0,-10.0,57.0,26.0,8.0,-5.0,7.0,1.0,18.0,18.0,-10.0,-7.0,-2.0,5.0,5.0,39.0,-2.0,-13.0,-26.0,23.0,7.0,6.0,-6.0,-6.0,16.0,2.0,26.0,-15.0,-3.0,0.0,13.0,6.0,-1.0,4.0,-24.0,-19.0,-3.0,-4.0,5.0,0.0,1.0,-16.0,-17.0,2.0,-7.0,-2.0,-6.0,-11.0,10.0,1.0,2.0,13.0,3.0,-6.0,-4.0,-8.0,-1.0,-10.0,2
1163,-38.0,11.0,2.0,2.0,10.0,49.0,-10.0,-17.0,0.0,8.0,2.0,1.0,17.0,-44.0,0.0,12.0,1.0,21.0,-4.0,0.0,-35.0,24.0,2.0,-2.0,-9.0,-13.0,-3.0,-4.0,17.0,-25.0,-8.0,-20.0,21.0,4.0,1.0,-3.0,-10.0,8.0,5.0,12.0,10.0,-3.0,-1.0,3.0,11.0,5.0,-3.0,-4.0,-28.0,9.0,2.0,-6.0,23.0,8.0,-12.0,-20.0,27.0,-1.0,2.0,3.0,5.0,58.0,10.0,31.0,2
1164,-14.0,-1.0,7.0,7.0,-23.0,-42.0,8.0,2.0,4.0,19.0,3.0,-1.0,-7.0,9.0,9.0,8.0,-22.0,-26.0,7.0,-2.0,-9.0,-11.0,-5.0,-15.0,-9.0,-27.0,-7.0,2.0,0.0,26.0,0.0,3.0,6.0,-1.0,-1.0,-1.0,11.0,-32.0,-5.0,-15.0,22.0,11.0,-6.0,-7.0,6.0,2.0,-4.0,6.0,-12.0,-10.0,-4.0,-3.0,5.0,-27.0,-1.0,7.0,28.0,-23.0,-11.0,-2.0,-14.0,22.0,-12.0,21.0,2
1165,-26.0,-3.0,13.0,4.0,19.0,4.0,15.0,-39.0,20.0,-14.0,-5.0,-2.0,-18.0,-34.0,-11.0,11.0,45.0,24.0,2.0,-3.0,11.0,3.0,-11.0,10.0,-92.0,1.0,3.0,-1.0,-6.0,-26.0,12.0,-4.0,20.0,-54.0,-14.0,2.0,19.0,26.0,-16.0,-2.0,-2.0,1.0,-6.0,-1.0,-9.0,-8.0,-5.0,4.0,-11.0,12.0,6.0,-1.0,-4.0,-10.0,6.0,1.0,7.0,8.0,-1.0,-2.0,20.0,11.0,0.0,-14.0,2
1166,11.0,14.0,5.0,3.0,-13.0,-1.0,6.0,2.0,-27.0,12.0,4.0,-2.0,-13.0,15.0,-1.0,-13.0,10.0,-17.0,-8.0,-4.0,-10.0,30.0,3.0,8.0,-2.0,-4.0,1.0,1.0,-13.0,18.0,2.0,-9.0,-24.0,2.0,-3.0,2.0,40.0,28.0,3.0,5.0,16.0,-4.0,-1.0,1.0,-8.0,-24.0,-4.0,4.0,-11.0,3.0,-2.0,-1.0,-18.0,-40.0,0.0,-2.0,19.0,-13.0,-1.0,0.0,3.0,41.0,13.0,-3.0,2
1167,1.0,10.0,-3.0,-2.0,7.0,25.0,-4.0,-1.0,-14.0,-8.0,-2.0,-4.0,3.0,6.0,2.0,0.0,-3.0,19.0,-3.0,-8.0,-7.0,12.0,9.0,-9.0,12.0,-11.0,-4.0,-9.0,41.0,-96.0,-36.0,5.0,5.0,3.0,8.0,21.0,-34.0,53.0,10.0,-15.0,-56.0,-2.0,27.0,18.0,8.0,11.0,4.0,-21.0,17.0,-3.0,-2.0,-2.0,1.0,-9.0,-4.0,31.0,16.0,-2.0,-7.0,-4.0,1.0,29.0,10.0,5.0,2
1168,2.0,-2.0,-6.0,-14.0,-3.0,-38.0,-11.0,-4.0,-1.0,-4.0,-7.0,-2.0,9.0,16.0,-5.0,-2.0,-2.0,10.0,2.0,0.0,3.0,0.0,7.0,-4.0,-6.0,-9.0,-2.0,3.0,0.0,1.0,16.0,-10.0,18.0,17.0,-12.0,-12.0,-3.0,-3.0,-20.0,3.0,0.0,-8.0,9.0,-11.0,-38.0,-2.0,7.0,-2.0,17.0,-71.0,-9.0,12.0,37.0,-45.0,-22.0,-3.0,-12.0,4.0,9.0,11.0,-44.0,11.0,11.0,-9.0,2
1169,0.0,2.0,1.0,1.0,10.0,65.0,11.0,25.0,20.0,6.0,-9.0,-5.0,13.0,-34.0,-15.0,-6.0,-10.0,7.0,-5.0,-10.0,-14.0,-8.0,5.0,-5.0,4.0,1.0,4.0,2.0,5.0,2.0,-1.0,3.0,2.0,-6.0,-5.0,-4.0,-1.0,-49.0,-5.0,-5.0,5.0,5.0,-15.0,-9.0,11.0,5.0,-14.0,5.0,8.0,2.0,6.0,8.0,-2.0,-19.0,14.0,-1.0,-22.0,1.0,-1.0,-3.0,3.0,6.0,8.0,-32.0,2
1170,-13.0,-5.0,2.0,3.0,-10.0,5.0,-9.0,0.0,-13.0,-10.0,10.0,4.0,22.0,30.0,13.0,30.0,-8.0,0.0,-2.0,6.0,0.0,65.0,4.0,-4.0,27.0,8.0,0.0,-1.0,1.0,-19.0,-8.0,10.0,8.0,-8.0,-4.0,-10.0,-6.0,-29.0,0.0,-18.0,-6.0,-10.0,-7.0,-3.0,5.0,-9.0,-6.0,2.0,-11.0,20.0,1.0,-2.0,-9.0,-8.0,-3.0,1.0,3.0,-4.0,5.0,-7.0,-9.0,22.0,1.0,-9.0,2
1171,-11.0,-2.0,-7.0,2.0,31.0,8.0,-4.0,2.0,10.0,13.0,-2.0,5.0,-46.0,-32.0,3.0,25.0,19.0,33.0,16.0,6.0,8.0,70.0,6.0,15.0,-17.0,-11.0,-18.0,4.0,3.0,35.0,-1.0,-1.0,50.0,-72.0,-5.0,3.0,9.0,16.0,12.0,18.0,-64.0,-22.0,-3.0,-5.0,16.0,16.0,20.0,-10.0,-11.0,8.0,-5.0,-7.0,4.0,1.0,-10.0,-9.0,11.0,14.0,-5.0,-15.0,-10.0,-36.0,-19.0,4.0,2
1172,6.0,33.0,1.0,4.0,-1.0,0.0,-3.0,19.0,6.0,-18.0,2.0,12.0,-1.0,-23.0,3.0,-19.0,0.0,-11.0,-8.0,-12.0,-15.0,-31.0,6.0,23.0,1.0,7.0,2.0,11.0,24.0,55.0,3.0,-16.0,-15.0,10.0,6.0,-4.0,-24.0,-26.0,7.0,7.0,21.0,15.0,-2.0,-2.0,17.0,-18.0,-14.0,-4.0,-18.0,2.0,0.0,0.0,-6.0,3.0,-4.0,-22.0,28.0,2.0,-1.0,0.0,-10.0,-26.0,-7.0,12.0,2
1173,-13.0,39.0,2.0,-8.0,-12.0,2.0,7.0,-6.0,7.0,-79.0,7.0,-3.0,14.0,-8.0,-7.0,13.0,-65.0,-28.0,-3.0,9.0,0.0,2.0,-3.0,-5.0,-4.0,-5.0,0.0,-3.0,-6.0,-28.0,-1.0,-2.0,-9.0,-2.0,10.0,5.0,-13.0,-23.0,-7.0,-1.0,20.0,23.0,-13.0,-7.0,1.0,-9.0,-5.0,-7.0,17.0,21.0,-2.0,-3.0,13.0,31.0,5.0,9.0,-26.0,-30.0,3.0,3.0,13.0,-8.0,-6.0,-13.0,2
1174,4.0,9.0,-3.0,1.0,-13.0,-3.0,4.0,-2.0,10.0,9.0,-5.0,-1.0,-3.0,43.0,3.0,18.0,-3.0,3.0,0.0,-4.0,-12.0,-69.0,-17.0,-10.0,1.0,14.0,-3.0,0.0,8.0,11.0,-2.0,-10.0,51.0,6.0,8.0,10.0,11.0,49.0,1.0,-1.0,-18.0,-6.0,-5.0,-3.0,-10.0,2.0,10.0,-12.0,31.0,-1.0,0.0,1.0,-17.0,-66.0,-29.0,-12.0,9.0,20.0,-2.0,-6.0,0.0,26.0,7.0,15.0,2
1175,1.0,-14.0,-2.0,-5.0,-13.0,21.0,-1.0,-14.0,8.0,43.0,-1.0,5.0,-1.0,-38.0,3.0,18.0,8.0,10.0,1.0,4.0,27.0,49.0,14.0,-18.0,-12.0,-41.0,-7.0,0.0,2.0,-10.0,-8.0,-24.0,23.0,-14.0,-5.0,-8.0,9.0,7.0,7.0,34.0,2.0,17.0,-4.0,-1.0,-4.0,42.0,-10.0,-9.0,7.0,19.0,-4.0,-7.0,6.0,14.0,24.0,12.0,-5.0,0.0,-1.0,-3.0,2.0,-37.0,-25.0,5.0,2
1176,-3.0,28.0,2.0,-1.0,12.0,3.0,-1.0,-12.0,2.0,1.0,0.0,1.0,7.0,-2.0,-3.0,-32.0,-19.0,-24.0,-2.0,-1.0,-27.0,-50.0,-10.0,2.0,69.0,18.0,8.0,8.0,11.0,30.0,20.0,20.0,-73.0,-8.0,-5.0,-5.0,-14.0,-21.0,-7.0,-10.0,6.0,2.0,2.0,-1.0,28.0,-36.0,-14.0,-5.0,-11.0,-16.0,1.0,2.0,2.0,58.0,2.0,-6.0,-3.0,47.0,-9.0,-3.0,-11.0,-47.0,-2.0,5.0,2
1177,19.0,-35.0,10.0,-3.0,-9.0,-28.0,-11.0,11.0,0.0,-52.0,7.0,0.0,35.0,42.0,-7.0,-27.0,5.0,-20.0,-2.0,-10.0,-53.0,-9.0,9.0,5.0,-36.0,-15.0,-7.0,3.0,10.0,-4.0,-5.0,-1.0,12.0,16.0,-10.0,-8.0,-9.0,-39.0,-3.0,0.0,-18.0,8.0,-2.0,9.0,0.0,24.0,-7.0,6.0,4.0,-3.0,0.0,0.0,10.0,-16.0,-9.0,-3.0,-1.0,6.0,8.0,-2.0,0.0,70.0,20.0,21.0,2
1178,-18.0,5.0,0.0,-2.0,1.0,-58.0,-8.0,-16.0,-1.0,4.0,0.0,2.0,-5.0,0.0,5.0,-2.0,5.0,0.0,-3.0,2.0,5.0,42.0,5.0,-2.0,19.0,-1.0,-1.0,-7.0,7.0,-4.0,9.0,-1.0,-86.0,-7.0,2.0,6.0,17.0,17.0,-1.0,10.0,-9.0,-6.0,-1.0,-5.0,-27.0,-32.0,10.0,-5.0,-1.0,9.0,-3.0,-4.0,-9.0,-34.0,-8.0,4.0,-10.0,-6.0,3.0,6.0,-3.0,-3.0,-6.0,-12.0,2
1179,5.0,1.0,-8.0,-2.0,-4.0,57.0,12.0,-22.0,18.0,47.0,-7.0,3.0,-6.0,-37.0,-5.0,6.0,-39.0,-46.0,0.0,9.0,29.0,31.0,12.0,8.0,-4.0,-21.0,8.0,-5.0,-32.0,-58.0,-25.0,2.0,18.0,-34.0,-8.0,-2.0,27.0,-6.0,6.0,-16.0,-2.0,16.0,-5.0,-2.0,-21.0,14.0,-10.0,6.0,21.0,18.0,2.0,-1.0,-4.0,-11.0,-1.0,-2.0,3.0,3.0,4.0,0.0,2.0,-8.0,6.0,0.0,2
1180,-3.0,-4.0,-6.0,-5.0,2.0,-9.0,-23.0,-14.0,-8.0,-10.0,3.0,-3.0,29.0,44.0,-6.0,-2.0,30.0,20.0,6.0,4.0,-12.0,-13.0,16.0,8.0,16.0,-1.0,5.0,1.0,5.0,-6.0,-3.0,1.0,6.0,7.0,-2.0,-1.0,4.0,21.0,6.0,-11.0,5.0,-13.0,-2.0,-2.0,-14.0,-9.0,4.0,-10.0,-15.0,2.0,0.0,-3.0,23.0,-5.0,-10.0,22.0,2.0,12.0,-5.0,1.0,-12.0,-3.0,6.0,-1.0,2
