Batch_ID,Avg_Pour_Temp,Cooling_Rate_Zone3,Gas_Pretreatment_Level,Alloy_Composition,Mould_Sand_Humidity,Casting_Thickness,Defect_Type
CAST_B1887,731.89,1.04,1.0,Al-Zn10,6.09,19.9,Gas Porosity
CAST_B1888,729.02,0.97,3.0,Al-Si7Mg,3.38,18.4,No Defect
CAST_B1889,729.58,0.98,5.0,Al-Cu4,2.69,23.0,No Defect
CAST_B1890,728.74,0.99,5.0,Al-Cu4,3.49,22.3,No Defect
CAST_B1891,729.93,0.98,3.0,Al-Cu4,4.11,21.3,No Defect
CAST_B1892,728.67,0.99,4.0,Al-Si7Mg,3.05,22.4,No Defect
CAST_B1893,729.68,0.96,4.0,Al-Zn10,4.3,13.3,No Defect
CAST_B1894,730.82,0.99,5.0,Al-Cu4,3.79,21.6,No Defect
CAST_B1895,730.04,0.92,5.0,Al-Cu4,3.51,38.3,No Defect
CAST_B1896,727.99,1.07,5.0,Al-Zn10,3.75,,No Defect
CAST_B1897,730.51,0.99,5.0,Al-Si7Mg,3.77,17.6,No Defect
CAST_B1898,729.82,0.93,3.0,Al-Cu4,3.65,6.6,No Defect
CAST_B1899,729.42,0.97,3.0,Al-Si7Mg,3.71,14.7,No Defect
,,0.99,3.0,Al-Cu4,3.57,,No Defect
CAST_B1901,721.71,1.16,1.0,Al-Si7Mg,5.95,13.6,Gas Porosity
CAST_B1902,738.14,,2.0,Al-Cu4,5.95,,Shrinkage Porosity
CAST_B1903,730.18,1.01,5.0,Al-Cu4,3.94,20.8,No Defect
CAST_B1904,730.29,0.97,4.0,Al-Si7Mg,4.11,16.6,No Defect
CAST_B1905,744.02,3.11,2.0,Al-Si7Mg,3.27,19.9,Hot Tear
CAST_B1906,736.73,2.19,3.0,Al-Zn10,3.27,27.7,Shrinkage Porosity
CAST_B1907,,0.99,5.0,Al-Cu4,3.4,18.0,No Defect
CAST_B1908,731.59,1.0,4.0,Al-Cu4,4.14,22.4,No Defect
CAST_B1909,735.97,1.23,1.0,Al-Si7Mg,4.14,29.9,Shrinkage Porosity
CAST_B1910,716.85,1.05,2.0,Al-Zn10,6.98,31.5,Gas Porosity
CAST_B1911,730.38,0.93,4.0,Al-Cu4,3.37,,No Defect
CAST_B1912,730.21,1.02,4.0,Al-Si7Mg,3.64,22.8,No Defect
CAST_B1913,,1.6,4.0,Al-Cu4,3.64,33.1,Shrinkage Porosity
CAST_B1914,728.65,1.11,3.0,Al-Cu4,3.86,22.8,No Defect
CAST_B1915,,0.77,1.0,Al-Zn10,7.2,23.6,Gas Porosity
CAST_B1916,,1.05,5.0,Al-Zn10,2.97,13.7,No Defect
CAST_B1917,729.41,0.99,5.0,Al-Cu4,3.35,24.6,No Defect
CAST_B1918,735.88,1.86,4.0,Al-Zn10,3.35,29.3,Shrinkage Porosity
CAST_B1919,730.53,1.02,4.0,Al-Zn10,2.9,,No Defect
CAST_B1920,728.81,0.94,3.0,Al-Si7Mg,3.7,20.0,No Defect
,728.96,1.01,5.0,Al-Cu4,2.54,20.5,No Defect
CAST_B1922,731.32,1.02,3.0,Al-Si7Mg,3.14,23.5,No Defect
CAST_B1923,725.7,1.23,2.0,Al-Cu4,4.65,24.7,Gas Porosity
CAST_B1924,733.26,0.82,2.0,Al-Cu4,5.43,19.8,Gas Porosity
CAST_B1925,729.37,0.93,4.0,Al-Si7Mg,3.45,21.4,No Defect
,729.32,1.01,4.0,Al-Si7Mg,3.36,,No Defect
CAST_B1927,740.26,1.76,5.0,Al-Cu4,3.36,23.6,Shrinkage Porosity
CAST_B1928,729.75,0.97,3.0,Al-Si7Mg,2.7,17.4,No Defect
,728.87,0.98,5.0,Al-Cu4,3.17,15.5,No Defect
CAST_B1930,729.55,0.99,3.0,Al-Cu4,3.89,21.2,No Defect
CAST_B1931,731.39,1.01,5.0,Al-Si7Mg,3.27,28.0,No Defect
CAST_B1932,730.14,0.95,5.0,Al-Si7Mg,4.24,25.2,No Defect
CAST_B1933,,0.87,5.0,Al-Cu4,3.23,12.7,No Defect
CAST_B1934,742.65,1.72,2.0,Al-Zn10,3.23,33.7,Shrinkage Porosity
CAST_B1935,730.8,0.96,3.0,Al-Zn10,2.85,25.2,No Defect
,718.52,1.01,2.0,Al-Zn10,6.26,19.2,Gas Porosity
CAST_B1937,748.06,2.36,4.0,Al-Si7Mg,2.91,12.6,Hot Tear
CAST_B1938,730.0,1.12,1.0,Al-Zn10,7.41,21.2,Gas Porosity
CAST_B1939,727.93,0.97,5.0,Al-Si7Mg,3.42,15.4,No Defect
CAST_B1940,730.59,1.02,5.0,Al-Cu4,3.51,,No Defect
CAST_B1941,722.06,,2.0,Al-Si7Mg,6.59,17.9,Gas Porosity
CAST_B1942,738.26,,,Al-Si7Mg,6.59,24.3,Shrinkage Porosity
,729.97,1.0,4.0,Al-Zn10,4.89,14.2,No Defect
CAST_B1944,729.41,0.95,5.0,Al-Si7Mg,3.79,17.8,No Defect
CAST_B1945,730.8,1.04,5.0,Al-Si7Mg,3.46,15.9,No Defect
CAST_B1946,728.1,1.04,3.0,Al-Zn10,4.07,29.2,No Defect
CAST_B1947,730.75,1.12,3.0,Al-Zn10,3.71,18.2,No Defect
CAST_B1948,725.4,0.84,2.0,Al-Si7Mg,9.98,23.2,Gas Porosity
CAST_B1949,,1.95,3.0,Al-Cu4,9.98,23.6,Shrinkage Porosity
CAST_B1950,,1.08,1.0,Al-Cu4,6.69,24.3,Gas Porosity
CAST_B1951,729.48,1.08,4.0,Al-Cu4,3.97,23.8,No Defect
CAST_B1952,729.89,1.0,4.0,Al-Zn10,3.47,,No Defect
CAST_B1953,729.46,0.94,4.0,Al-Si7Mg,3.53,21.6,No Defect
CAST_B1954,729.89,1.03,4.0,Al-Cu4,4.11,18.7,No Defect
CAST_B1955,731.92,1.03,5.0,Al-Zn10,4.02,17.2,No Defect
CAST_B1956,728.31,0.93,5.0,Al-Cu4,3.88,27.9,No Defect
CAST_B1957,730.44,0.91,5.0,Al-Cu4,3.4,15.9,No Defect
CAST_B1958,740.93,2.0,2.0,Al-Cu4,3.4,25.8,Shrinkage Porosity
CAST_B1959,730.51,1.07,4.0,Al-Zn10,3.27,19.3,No Defect
CAST_B1960,750.06,3.27,5.0,Al-Zn10,3.11,15.6,Hot Tear
CAST_B1961,729.26,0.91,5.0,Al-Cu4,2.91,17.5,No Defect
CAST_B1962,729.98,0.98,3.0,Al-Cu4,3.05,22.5,No Defect
CAST_B1963,730.13,1.03,4.0,Al-Cu4,3.51,21.5,No Defect
CAST_B1964,728.44,1.02,5.0,Al-Si7Mg,3.65,23.6,No Defect
CAST_B1965,729.64,1.04,3.0,Al-Si7Mg,2.23,18.2,No Defect
CAST_B1966,724.15,1.2,1.0,Al-Zn10,5.79,20.1,Gas Porosity
CAST_B1967,742.12,2.86,5.0,Al-Cu4,4.63,,Hot Tear
CAST_B1968,733.91,2.34,5.0,Al-Si7Mg,3.54,14.7,Hot Tear
CAST_B1969,731.08,0.99,4.0,Al-Zn10,3.83,18.2,No Defect
CAST_B1970,741.35,2.1,2.0,Al-Cu4,3.83,29.3,Shrinkage Porosity
CAST_B1971,723.54,1.15,1.0,Al-Zn10,7.22,15.5,Gas Porosity
,729.38,1.0,4.0,Al-Zn10,2.92,22.5,No Defect
CAST_B1973,729.89,0.92,3.0,Al-Cu4,3.7,21.9,No Defect
CAST_B1974,729.18,1.02,3.0,Al-Cu4,2.84,15.5,No Defect
CAST_B1975,728.96,0.98,3.0,Al-Cu4,2.93,27.3,No Defect
CAST_B1976,730.8,0.98,3.0,Al-Si7Mg,4.15,14.9,No Defect
CAST_B1977,729.73,0.95,3.0,Al-Zn10,3.2,24.4,No Defect
,731.36,0.95,5.0,Al-Zn10,3.21,25.2,No Defect
CAST_B1979,725.32,1.43,2.0,Al-Cu4,4.72,13.6,Gas Porosity
CAST_B1980,729.94,1.06,3.0,Al-Si7Mg,3.92,13.4,No Defect
,729.32,1.01,4.0,Al-Si7Mg,3.24,19.6,No Defect
,,1.04,3.0,Al-Si7Mg,3.34,23.3,No Defect
,729.26,0.98,4.0,Al-Si7Mg,4.35,,No Defect
CAST_B1984,730.5,1.05,5.0,Al-Zn10,3.43,12.8,No Defect
CAST_B1985,730.77,0.94,5.0,Al-Zn10,3.11,19.4,No Defect
CAST_B1986,731.47,,5.0,Al-Zn10,3.12,27.7,No Defect
CAST_B1987,721.28,1.58,1.0,Al-Si7Mg,4.4,12.8,Gas Porosity
CAST_B1988,728.78,1.01,4.0,Al-Cu4,3.76,19.2,No Defect
CAST_B1989,730.47,0.97,3.0,Al-Zn10,3.98,11.7,No Defect
CAST_B1990,724.77,0.88,2.0,Al-Cu4,4.61,17.6,Gas Porosity
CAST_B1991,,2.28,1.0,Al-Cu4,4.61,30.1,Shrinkage Porosity
CAST_B1992,729.33,1.04,3.0,Al-Si7Mg,3.12,22.8,No Defect
CAST_B1993,730.3,1.04,5.0,Al-Zn10,3.94,,No Defect
CAST_B1994,729.8,,3.0,Al-Zn10,3.1,20.5,No Defect
CAST_B1995,,1.0,5.0,Al-Si7Mg,3.0,14.2,No Defect
CAST_B1996,,1.48,1.0,Al-Cu4,3.0,28.1,Shrinkage Porosity
CAST_B1997,,1.0,5.0,Al-Cu4,3.26,10.3,No Defect
CAST_B1998,730.29,,5.0,Al-Si7Mg,3.2,,No Defect
CAST_B1999,729.14,0.95,5.0,Al-Si7Mg,4.22,16.2,No Defect
CAST_B2000,729.71,1.03,5.0,Al-Cu4,3.87,,No Defect
CAST_B2001,728.16,0.85,4.0,Al-Zn10,3.78,25.4,No Defect
CAST_B2002,729.38,1.06,3.0,Al-Cu4,2.73,23.7,No Defect
CAST_B2003,738.84,2.31,5.0,Al-Zn10,2.73,28.4,Shrinkage Porosity
CAST_B2004,732.33,1.06,3.0,Al-Zn10,3.05,17.6,No Defect
CAST_B2005,729.53,1.0,5.0,Al-Zn10,2.52,,No Defect
CAST_B2006,729.87,1.02,3.0,Al-Zn10,3.46,18.8,No Defect
CAST_B2007,738.81,1.99,1.0,Al-Zn10,3.46,29.8,Shrinkage Porosity
CAST_B2008,740.9,1.96,3.0,Al-Cu4,3.46,28.1,Shrinkage Porosity
CAST_B2009,,1.0,4.0,Al-Cu4,2.56,21.2,No Defect
CAST_B2010,,1.55,5.0,Al-Zn10,2.56,29.8,Shrinkage Porosity
CAST_B2011,730.11,1.02,5.0,Al-Cu4,3.59,17.3,No Defect
CAST_B2012,730.43,1.01,3.0,Al-Zn10,3.16,19.4,No Defect
CAST_B2013,743.17,1.59,5.0,Al-Cu4,3.16,26.5,Shrinkage Porosity
CAST_B2014,729.39,0.95,4.0,Al-Zn10,3.33,17.7,No Defect
CAST_B2015,729.09,0.99,5.0,Al-Zn10,2.94,25.4,No Defect
CAST_B2016,729.35,0.95,3.0,Al-Si7Mg,3.14,29.6,No Defect
CAST_B2017,735.34,2.02,4.0,Al-Cu4,3.14,25.3,Shrinkage Porosity
CAST_B2018,729.96,0.95,3.0,Al-Zn10,3.84,27.0,No Defect
CAST_B2019,730.35,0.99,5.0,Al-Zn10,2.48,14.8,No Defect
CAST_B2020,729.35,0.97,4.0,Al-Zn10,3.29,15.1,No Defect
CAST_B2021,730.27,0.97,4.0,Al-Si7Mg,4.09,18.9,No Defect
CAST_B2022,727.42,1.07,3.0,Al-Cu4,3.6,19.4,No Defect
,730.66,0.99,3.0,Al-Zn10,3.04,,No Defect
CAST_B2024,729.94,1.01,4.0,Al-Cu4,3.94,25.0,No Defect
CAST_B2025,730.69,0.96,5.0,Al-Cu4,3.99,19.9,No Defect
CAST_B2026,741.42,1.54,2.0,Al-Si7Mg,3.99,31.8,Shrinkage Porosity
CAST_B2027,730.67,1.02,5.0,Al-Zn10,4.01,17.8,No Defect
CAST_B2028,731.54,0.9,3.0,Al-Cu4,3.02,,No Defect
CAST_B2029,728.62,1.03,4.0,Al-Cu4,3.57,21.1,No Defect
CAST_B2030,728.86,1.05,5.0,Al-Cu4,3.29,17.6,No Defect
CAST_B2031,744.65,1.67,2.0,Al-Si7Mg,3.29,29.1,Shrinkage Porosity
CAST_B2032,730.59,1.0,5.0,Al-Cu4,2.98,16.0,No Defect
CAST_B2033,728.58,0.96,5.0,Al-Cu4,3.23,13.0,No Defect
CAST_B2034,730.47,1.09,4.0,Al-Cu4,3.28,21.7,No Defect
CAST_B2035,741.21,2.06,2.0,Al-Zn10,3.28,26.7,Shrinkage Porosity
CAST_B2036,729.95,0.97,3.0,Al-Zn10,3.0,17.0,No Defect
CAST_B2037,742.89,1.77,1.0,Al-Zn10,3.0,32.4,Shrinkage Porosity
,738.82,1.56,4.0,Al-Cu4,3.0,27.7,Shrinkage Porosity
,,0.97,3.0,Al-Cu4,3.67,16.1,No Defect
CAST_B2040,737.07,1.72,4.0,Al-Si7Mg,3.67,28.1,Shrinkage Porosity
CAST_B2041,730.6,0.98,5.0,Al-Zn10,3.18,21.5,No Defect
CAST_B2042,731.38,1.05,3.0,Al-Zn10,2.89,23.9,No Defect
CAST_B2043,731.4,0.96,3.0,Al-Cu4,3.31,21.9,No Defect
CAST_B2044,748.53,,5.0,Al-Zn10,2.12,18.8,Hot Tear
CAST_B2045,731.18,1.0,4.0,Al-Cu4,3.96,33.9,No Defect
,731.08,0.99,3.0,Al-Cu4,3.04,11.3,No Defect
CAST_B2047,730.28,0.99,4.0,Al-Zn10,3.08,12.3,No Defect
CAST_B2048,730.45,0.96,4.0,Al-Cu4,3.0,19.8,No Defect
CAST_B2049,730.06,1.01,5.0,Al-Zn10,3.65,19.6,No Defect
CAST_B2050,730.31,1.0,3.0,Al-Cu4,3.9,19.1,No Defect
CAST_B2051,729.51,1.02,3.0,Al-Zn10,3.69,25.9,No Defect
CAST_B2052,,1.77,5.0,Al-Cu4,3.69,27.7,Shrinkage Porosity
CAST_B2053,718.84,1.66,,Al-Zn10,5.76,,Gas Porosity
CAST_B2054,,1.35,2.0,Al-Zn10,5.76,28.9,Shrinkage Porosity
CAST_B2055,729.34,1.02,3.0,Al-Zn10,3.95,24.0,No Defect
CAST_B2056,,1.01,4.0,Al-Si7Mg,4.42,18.2,No Defect
CAST_B2057,729.58,1.01,4.0,Al-Zn10,4.09,24.4,No Defect
CAST_B2058,731.26,0.94,3.0,Al-Si7Mg,3.36,,No Defect
CAST_B2059,730.16,1.03,3.0,Al-Zn10,2.94,,No Defect
CAST_B2060,744.27,1.73,3.0,Al-Si7Mg,2.94,,Shrinkage Porosity
CAST_B2061,730.37,0.92,5.0,Al-Si7Mg,3.46,17.8,No Defect
CAST_B2062,729.5,0.98,4.0,Al-Si7Mg,3.23,16.0,No Defect
CAST_B2063,722.99,1.38,1.0,Al-Si7Mg,6.93,11.7,Gas Porosity
CAST_B2064,727.53,0.97,5.0,Al-Zn10,3.56,9.2,No Defect
,,0.93,3.0,Al-Zn10,2.97,,No Defect
CAST_B2066,730.67,1.06,3.0,Al-Zn10,3.54,24.1,No Defect
CAST_B2067,738.29,1.59,5.0,Al-Si7Mg,3.54,26.6,Shrinkage Porosity
CAST_B2068,744.91,,5.0,Al-Cu4,3.54,,Shrinkage Porosity
CAST_B2069,,1.21,1.0,Al-Si7Mg,5.41,17.7,Gas Porosity
CAST_B2070,729.27,0.99,4.0,Al-Si7Mg,3.78,25.5,No Defect
CAST_B2071,729.1,1.05,5.0,Al-Si7Mg,3.53,12.0,No Defect
CAST_B2072,730.55,0.95,3.0,Al-Si7Mg,3.8,11.6,No Defect
CAST_B2073,730.94,1.04,3.0,Al-Cu4,4.37,,No Defect
CAST_B2074,730.01,0.89,5.0,Al-Zn10,3.21,17.9,No Defect
,745.61,1.95,4.0,Al-Cu4,3.21,26.9,Shrinkage Porosity
CAST_B2076,730.17,1.01,5.0,Al-Zn10,3.65,18.1,No Defect
CAST_B2077,726.44,1.26,2.0,Al-Si7Mg,7.3,23.0,Gas Porosity
CAST_B2078,,0.94,3.0,Al-Zn10,3.45,20.0,No Defect
CAST_B2079,729.7,1.02,3.0,Al-Cu4,3.9,17.9,No Defect
CAST_B2080,730.98,0.92,5.0,Al-Cu4,4.58,22.9,No Defect
CAST_B2081,732.03,0.93,3.0,Al-Cu4,3.49,10.0,No Defect
CAST_B2082,731.3,0.96,3.0,Al-Cu4,3.15,17.4,No Defect
CAST_B2083,728.75,1.05,5.0,Al-Si7Mg,2.91,25.3,No Defect
CAST_B2084,731.0,1.02,4.0,Al-Zn10,3.64,24.6,No Defect
,740.28,1.78,5.0,Al-Si7Mg,3.64,22.9,Shrinkage Porosity
CAST_B2086,,1.04,3.0,Al-Si7Mg,3.75,,No Defect
CAST_B2087,730.25,0.96,4.0,Al-Zn10,3.57,21.0,No Defect
,740.57,1.49,3.0,Al-Cu4,3.57,,Shrinkage Porosity
CAST_B2089,718.5,1.25,2.0,Al-Cu4,3.99,7.7,Gas Porosity
CAST_B2090,739.73,1.6,1.0,Al-Zn10,3.99,32.2,Shrinkage Porosity
CAST_B2091,728.99,1.26,2.0,Al-Cu4,6.27,15.3,Gas Porosity
CAST_B2092,,1.8,3.0,Al-Si7Mg,6.27,29.1,Shrinkage Porosity
CAST_B2093,733.47,0.9,1.0,Al-Cu4,5.97,18.5,Gas Porosity
CAST_B2094,,2.32,2.0,Al-Si7Mg,1.89,9.6,Hot Tear
CAST_B2095,730.7,1.14,5.0,Al-Zn10,2.59,10.9,No Defect
CAST_B2096,743.14,2.14,2.0,Al-Si7Mg,2.59,22.7,Shrinkage Porosity
CAST_B2097,730.17,0.98,4.0,Al-Cu4,3.32,23.1,No Defect
CAST_B2098,,0.95,3.0,Al-Cu4,3.12,13.7,No Defect
CAST_B2099,729.66,0.98,5.0,Al-Zn10,3.19,21.8,No Defect
CAST_B2100,730.85,1.11,5.0,Al-Zn10,2.93,25.1,No Defect
CAST_B2101,728.5,0.91,4.0,Al-Cu4,3.49,12.2,No Defect
CAST_B2102,730.36,0.96,3.0,Al-Zn10,3.1,15.8,No Defect
CAST_B2103,737.53,2.04,1.0,Al-Si7Mg,3.1,27.7,Shrinkage Porosity
CAST_B2104,730.25,0.99,4.0,Al-Cu4,3.88,26.7,No Defect
CAST_B2105,729.67,1.03,4.0,Al-Si7Mg,3.84,21.8,No Defect
CAST_B2106,729.34,0.99,4.0,Al-Cu4,3.8,14.7,No Defect
CAST_B2107,,0.93,4.0,Al-Cu4,3.58,20.0,No Defect
CAST_B2108,720.77,0.92,1.0,Al-Si7Mg,6.98,18.1,Gas Porosity
CAST_B2109,728.32,0.91,5.0,Al-Si7Mg,3.72,18.0,No Defect
CAST_B2110,730.86,0.97,4.0,Al-Zn10,2.87,14.4,No Defect
CAST_B2111,731.29,0.96,4.0,Al-Si7Mg,2.96,17.6,No Defect
CAST_B2112,730.12,0.96,4.0,Al-Cu4,3.15,22.6,No Defect
CAST_B2113,731.95,1.03,4.0,Al-Si7Mg,3.62,25.9,No Defect
CAST_B2114,729.93,0.97,3.0,Al-Zn10,3.41,,No Defect
CAST_B2115,,,4.0,Al-Cu4,4.08,13.1,No Defect
CAST_B2116,,2.05,4.0,Al-Cu4,4.08,28.8,Shrinkage Porosity
CAST_B2117,729.68,0.95,5.0,Al-Cu4,2.84,,No Defect
CAST_B2118,750.64,2.45,4.0,Al-Cu4,3.43,10.7,Hot Tear
CAST_B2119,730.59,0.96,3.0,Al-Si7Mg,3.05,19.0,No Defect
CAST_B2120,731.29,1.08,3.0,Al-Cu4,3.36,21.7,No Defect
,729.8,0.98,5.0,Al-Zn10,3.75,26.7,No Defect
CAST_B2122,743.12,2.0,2.0,Al-Zn10,4.81,15.9,Hot Tear
CAST_B2123,728.36,1.04,4.0,Al-Cu4,3.68,21.0,No Defect
CAST_B2124,739.37,1.33,2.0,Al-Cu4,3.68,21.9,Shrinkage Porosity
CAST_B2125,741.83,1.28,1.0,Al-Cu4,3.68,29.5,Shrinkage Porosity
CAST_B2126,731.95,0.93,3.0,Al-Cu4,2.94,18.1,No Defect
CAST_B2127,743.23,1.53,5.0,Al-Cu4,2.94,30.4,Shrinkage Porosity
CAST_B2128,728.91,0.99,4.0,Al-Cu4,3.59,21.8,No Defect
CAST_B2129,747.98,2.07,3.0,Al-Si7Mg,2.69,11.4,Hot Tear
CAST_B2130,730.17,1.03,4.0,Al-Zn10,3.76,18.4,No Defect
CAST_B2131,730.72,1.02,4.0,Al-Cu4,3.4,15.3,No Defect
CAST_B2132,729.23,1.05,5.0,Al-Si7Mg,3.62,22.1,No Defect
CAST_B2133,737.1,3.56,4.0,Al-Cu4,3.06,,Hot Tear
CAST_B2134,730.17,1.04,4.0,Al-Zn10,3.61,27.0,No Defect
CAST_B2135,730.26,1.03,4.0,Al-Cu4,2.61,13.8,No Defect
CAST_B2136,741.22,2.21,3.0,Al-Zn10,2.61,,Shrinkage Porosity
CAST_B2137,,0.98,3.0,Al-Si7Mg,4.6,,No Defect
CAST_B2138,728.8,1.06,5.0,Al-Zn10,3.56,16.1,No Defect
CAST_B2139,728.41,0.96,4.0,Al-Si7Mg,4.08,22.3,No Defect
CAST_B2140,,0.98,3.0,Al-Cu4,3.54,10.7,No Defect
CAST_B2141,732.59,0.88,5.0,Al-Zn10,3.54,21.1,No Defect
CAST_B2142,731.33,0.96,,Al-Si7Mg,3.72,23.5,No Defect
CAST_B2143,738.97,2.14,5.0,Al-Si7Mg,3.72,28.4,Shrinkage Porosity
,,1.08,5.0,Al-Zn10,3.37,22.5,No Defect
CAST_B2145,739.77,1.71,3.0,Al-Zn10,3.37,27.3,Shrinkage Porosity
CAST_B2146,719.86,1.07,2.0,Al-Cu4,7.42,15.1,Gas Porosity
CAST_B2147,747.09,2.9,3.0,Al-Si7Mg,3.94,17.4,Hot Tear
CAST_B2148,729.97,0.89,3.0,Al-Zn10,3.76,13.0,No Defect
,744.33,1.96,5.0,Al-Si7Mg,3.76,31.2,Shrinkage Porosity
CAST_B2150,729.75,0.92,3.0,Al-Si7Mg,3.73,21.2,No Defect
CAST_B2151,731.16,0.98,4.0,Al-Cu4,3.56,,No Defect
CAST_B2152,727.47,1.07,5.0,Al-Si7Mg,3.95,14.3,No Defect
CAST_B2153,718.97,1.0,2.0,Al-Cu4,8.84,,Gas Porosity
CAST_B2154,,1.98,3.0,Al-Cu4,8.84,30.0,Shrinkage Porosity
CAST_B2155,732.54,1.73,3.0,Al-Zn10,8.84,26.7,Shrinkage Porosity
CAST_B2156,729.21,1.02,5.0,Al-Si7Mg,3.1,14.8,No Defect
CAST_B2157,728.57,,3.0,Al-Si7Mg,3.65,,No Defect
CAST_B2158,741.89,1.51,5.0,Al-Si7Mg,3.65,22.6,Shrinkage Porosity
CAST_B2159,729.84,1.07,3.0,Al-Zn10,3.27,19.2,No Defect
CAST_B2160,730.35,0.96,5.0,Al-Cu4,4.25,14.2,No Defect
CAST_B2161,744.09,2.3,3.0,Al-Si7Mg,3.06,15.2,Hot Tear
CAST_B2162,729.53,1.04,5.0,Al-Cu4,3.79,16.4,No Defect
CAST_B2163,729.93,1.0,3.0,Al-Cu4,3.71,27.9,No Defect
CAST_B2164,729.33,0.98,4.0,Al-Si7Mg,3.73,12.8,No Defect
CAST_B2165,731.09,0.96,3.0,Al-Si7Mg,4.25,31.1,No Defect
,740.48,1.69,2.0,Al-Si7Mg,4.25,29.8,Shrinkage Porosity
CAST_B2167,729.41,0.95,5.0,Al-Si7Mg,2.9,23.9,No Defect
CAST_B2168,729.57,1.01,3.0,Al-Zn10,3.21,28.4,No Defect
CAST_B2169,731.41,0.97,4.0,Al-Zn10,2.93,23.8,No Defect
CAST_B2170,729.55,1.02,,Al-Si7Mg,3.39,18.0,No Defect
CAST_B2171,741.54,2.73,1.0,Al-Cu4,5.87,7.8,Hot Tear
CAST_B2172,730.54,0.97,4.0,Al-Si7Mg,3.57,20.4,No Defect
CAST_B2173,729.81,1.03,5.0,Al-Zn10,3.06,21.0,No Defect
CAST_B2174,730.91,0.87,4.0,Al-Zn10,3.41,23.3,No Defect
CAST_B2175,728.89,1.08,,Al-Si7Mg,3.52,23.5,No Defect
CAST_B2176,732.4,0.97,5.0,Al-Cu4,3.57,18.6,No Defect
CAST_B2177,730.01,1.11,3.0,Al-Cu4,4.35,15.0,No Defect
CAST_B2178,740.59,1.83,4.0,Al-Zn10,4.35,37.1,Shrinkage Porosity
CAST_B2179,731.26,1.05,3.0,Al-Cu4,4.75,21.8,No Defect
CAST_B2180,729.57,1.06,3.0,Al-Cu4,2.85,27.6,No Defect
CAST_B2181,726.01,1.09,1.0,Al-Cu4,7.09,22.0,Gas Porosity
CAST_B2182,728.65,0.91,5.0,Al-Zn10,3.58,,No Defect
CAST_B2183,729.61,0.99,5.0,Al-Si7Mg,2.79,17.1,No Defect
CAST_B2184,,1.07,5.0,Al-Si7Mg,3.24,16.4,No Defect
CAST_B2185,729.66,0.99,3.0,Al-Si7Mg,2.52,18.9,No Defect
CAST_B2186,730.36,0.94,5.0,Al-Si7Mg,3.19,13.8,No Defect
CAST_B2187,729.95,1.03,4.0,Al-Zn10,2.83,22.4,No Defect
CAST_B2188,730.76,1.01,5.0,Al-Cu4,3.97,20.7,No Defect
CAST_B2189,730.95,0.95,3.0,Al-Cu4,3.48,19.5,No Defect
,731.12,0.93,1.0,Al-Cu4,4.01,20.6,Gas Porosity
CAST_B2191,730.19,1.09,5.0,Al-Cu4,3.41,16.5,No Defect
CAST_B2192,,1.02,4.0,Al-Zn10,3.23,24.7,No Defect
CAST_B2193,727.59,0.99,3.0,Al-Cu4,3.57,,No Defect
CAST_B2194,729.7,1.02,3.0,Al-Zn10,2.64,,No Defect
CAST_B2195,729.34,0.96,3.0,Al-Zn10,2.8,23.2,No Defect
CAST_B2196,731.29,1.08,3.0,Al-Cu4,3.46,25.3,No Defect
CAST_B2197,740.87,1.95,3.0,Al-Zn10,3.46,23.1,Shrinkage Porosity
CAST_B2198,740.76,1.41,5.0,Al-Si7Mg,3.46,27.9,Shrinkage Porosity
CAST_B2199,728.89,1.0,3.0,Al-Cu4,3.98,,No Defect
CAST_B2200,728.43,1.03,5.0,Al-Zn10,4.82,25.5,No Defect
CAST_B2201,744.72,1.49,4.0,Al-Si7Mg,4.82,29.7,Shrinkage Porosity
CAST_B2202,729.81,1.04,3.0,Al-Zn10,3.86,21.3,No Defect
CAST_B2203,730.81,0.91,5.0,Al-Si7Mg,3.71,17.9,No Defect
CAST_B2204,727.15,1.03,1.0,Al-Zn10,8.12,13.6,Gas Porosity
CAST_B2205,729.72,1.01,4.0,Al-Si7Mg,3.56,23.2,No Defect
CAST_B2206,742.45,1.45,3.0,Al-Cu4,3.56,35.2,Shrinkage Porosity
CAST_B2207,,0.99,4.0,Al-Zn10,3.07,17.6,No Defect
CAST_B2208,729.48,0.99,5.0,Al-Zn10,4.08,11.4,No Defect
CAST_B2209,725.13,0.98,2.0,Al-Si7Mg,7.84,26.7,Gas Porosity
CAST_B2210,729.81,1.01,5.0,Al-Cu4,2.86,,No Defect
CAST_B2211,728.92,0.98,3.0,Al-Zn10,3.2,20.5,No Defect
CAST_B2212,729.67,1.03,4.0,Al-Si7Mg,4.38,23.4,No Defect
CAST_B2213,730.31,1.07,5.0,Al-Cu4,3.36,18.8,No Defect
CAST_B2214,730.05,1.0,5.0,Al-Cu4,3.11,21.7,No Defect
CAST_B2215,730.44,1.06,3.0,Al-Cu4,4.1,28.7,No Defect
CAST_B2216,730.03,1.02,4.0,Al-Si7Mg,2.95,18.9,No Defect
CAST_B2217,730.26,0.97,4.0,Al-Si7Mg,3.79,24.9,No Defect
CAST_B2218,729.29,0.98,3.0,Al-Zn10,3.83,16.6,No Defect
CAST_B2219,,1.01,5.0,Al-Cu4,4.17,23.0,No Defect
CAST_B2220,,0.95,5.0,Al-Si7Mg,2.9,21.9,No Defect
