Household_ID,Location,Annual_Income_Lakhs,Annual_Expenditure_Lakhs
4557,Rural,7.31,6.91
1637,Urban,32.11,21.67
2332,Urban,,20.03
2444,Rural,23.99,11.56
2501,Rural,20.83,11.79
3082,Rural,8.4,6.3
1371,Rural,24.58,16.78
3508,Urban,22.48,20.53
792,Urban,24.55,19.13
4071,Urban,31.48,23.42
2965,Rural,22.55,12.67
3060,Rural,21.11,12.32
2508,Urban,14.14,10.98
1516,Urban,11.22,8.95
936,Urban,26.71,19.99
3523,Urban,8.86,8.85
2783,Rural,31.26,16.77
1153,Rural,5.56,4.14
739,Urban,5.21,8.14
714,Urban,33.32,23.66
2679,Urban,6.28,8.55
2426,Rural,15.4,6.57
2097,Urban,29.9,17.94
1782,Rural,18.94,8.2
1591,Rural,18.07,10.96
20,Urban,30.6,23.29
2476,Rural,19.41,12.36
217,Urban,17.78,12.64
2172,Urban,31.49,20.66
2442,Urban,6.33,3.79
804,Rural,29.29,17.42
4201,Rural,33.31,14.89
4760,Rural,21.84,13.65
3636,Urban,29.08,24.24
4419,Urban,20.36,18.55
2040,Urban,24.57,14.92
1592,Rural,13.35,8.09
649,Rural,23.4,12.33
2700,Rural,12.6,8.52
1617,Rural,10.19,10.29
3052,Urban,,11.72
4931,Urban,29.52,23.59
2006,Rural,15.68,6.82
655,Urban,7.91,10.63
476,Rural,16.68,9.43
1256,Urban,21.05,15.7
4916,Rural,33.09,16.82
2041,Rural,28.3,14.52
4497,Urban,19.35,19.18
3103,Rural,16.05,11.75
401,Urban,,13.85
4429,Urban,17.4,13.71
1560,Rural,33.61,17.9
4831,Rural,16.69,6.33
886,Urban,19.06,15.89
2451,Urban,20.63,16.66
2835,Urban,8.91,7.38
4717,Urban,10.67,13.75
1298,Urban,6.58,10.78
2457,Urban,,18.7
3289,Rural,6.31,6.31
3498,Rural,21.22,10.51
1498,Urban,4.8,5.93
3996,Urban,19.96,15.48
2064,Urban,28.13,20.41
4405,Rural,9.18,4.41
237,Urban,25.44,17.45
4080,Urban,,14.68
3396,Rural,25.83,11.95
4342,Urban,20.79,16.68
4205,Urban,32.92,24.68
114,Rural,,14.25
4125,Rural,16.18,11.52
4564,Urban,20.55,16.01
1627,Urban,29.04,19.05
4611,Urban,25.69,17.85
2441,Urban,23.82,17.39
2213,Urban,12.28,10.03
1117,Urban,24.43,15.25
4750,Rural,32.92,20.73
43,Urban,9.95,7.08
1508,,32.37,22.57
2725,,31.99,25.59
1563,Rural,9.7,6.16
2047,Urban,26.62,15.28
1610,Urban,13.56,13.79
3119,Urban,9.32,6.93
3893,Rural,34.39,21.85
2138,Rural,23.41,12.58
4514,Rural,25.64,15.53
2202,Urban,8.2,9.32
887,Rural,21.54,13.53
1264,Urban,,26.67
286,Urban,26.0,16.95
2226,Urban,34.13,24.23
797,Rural,8.21,10.3
4442,Rural,7.24,4.46
4595,Urban,12.15,11.5
845,Urban,31.08,26.75
3126,Rural,4.01,6.7
37,Urban,23.13,13.44
1340,Urban,12.87,9.3
1689,Rural,20.85,7.81
4195,Rural,29.95,17.8
1175,Rural,19.87,15.54
2033,Urban,22.16,18.61
1100,Urban,31.11,24.27
2325,Rural,6.11,7.1
4896,Urban,7.11,8.31
2017,Urban,11.48,13.52
1354,Rural,21.65,9.69
2224,Urban,13.37,8.81
1924,Urban,,16.01
3910,Urban,34.58,26.49
1162,Urban,13.34,12.08
4260,Urban,8.02,9.15
3510,Urban,12.93,14.82
331,Urban,12.02,11.23
4482,Urban,13.03,16.57
4132,Urban,27.13,17.93
2408,Urban,34.09,25.23
430,Urban,26.2,19.47
1949,Urban,31.36,21.16
4142,Urban,10.15,9.89
2977,Rural,32.57,19.12
1971,Urban,10.17,10.22
1157,Urban,27.04,19.86
1688,Urban,14.9,14.1
3148,Rural,32.55,16.6
960,Rural,29.14,12.44
619,Rural,21.07,10.77
1863,Urban,33.69,24.61
3770,Urban,9.27,6.2
137,Urban,22.7,14.51
3780,Rural,14.51,6.84
80,Urban,17.3,10.95
2247,Urban,24.72,16.5
410,Urban,20.31,15.66
1925,Rural,23.08,12.69
293,Rural,5.22,3.97
1608,Rural,,13.28
4510,Rural,8.97,2.25
2544,Rural,34.67,17.67
4540,Urban,22.39,18.78
1809,Urban,14.34,9.92
4091,Rural,17.42,9.17
2969,Rural,17.03,8.59
3088,Urban,26.62,19.61
3415,Rural,,5.26
4153,Rural,8.18,7.75
4992,Urban,14.08,11.59
1163,Urban,11.72,11.83
2318,Urban,24.3,13.1
2323,Rural,18.95,6.85
2474,Rural,19.9,10.32
2839,Rural,15.88,8.61
1829,,24.96,13.05
913,Rural,26.02,14.68
1164,Rural,15.54,7.69
2106,Urban,6.08,6.1
4967,Rural,26.18,15.24
2596,Rural,34.7,18.33
1122,Rural,7.52,8.48
2324,Urban,25.79,20.33
881,Urban,10.33,8.73
1216,Urban,28.9,23.16
2469,Urban,23.04,15.08
424,Urban,16.74,17.33
4799,Urban,16.86,11.34
3661,Urban,17.45,14.81
4081,Rural,14.48,6.08
4216,Rural,14.21,10.04
1861,Rural,6.23,1.78
4215,Rural,4.73,3.21
104,Urban,14.31,14.01
949,,25.09,13.04
3461,Urban,33.83,26.96
4695,Urban,17.23,17.28
555,Rural,29.88,14.24
3818,Rural,15.07,7.57
1137,Rural,16.73,9.93
4700,Rural,29.08,16.92
3953,Rural,4.17,6.05
947,Urban,14.49,12.01
4048,Urban,21.71,14.12
1059,Urban,30.25,24.06
1455,Urban,32.11,18.94
946,Urban,14.59,11.27
520,Urban,,17.36
1787,Rural,33.1,14.28
544,Rural,29.67,13.71
67,Urban,,17.29
1078,Rural,20.87,11.83
2472,Rural,5.19,3.65
2312,Rural,20.32,12.47
2526,Urban,22.99,18.81
614,Urban,11.58,11.91
815,Rural,6.17,6.8
2480,Rural,17.85,10.13
4744,Rural,25.2,16.2
3904,Urban,27.42,19.56
2943,Urban,31.94,21.5
4487,Urban,4.17,5.85
3853,Rural,4.9,2.1
2210,Rural,28.63,18.44
4971,Urban,6.07,8.03
4340,Urban,18.29,14.19
737,Urban,23.49,20.64
4185,Urban,25.77,17.85
2419,Urban,6.66,10.26
1570,Urban,,14.03
3445,Rural,9.57,6.51
958,Urban,15.43,13.52
3219,Rural,13.15,10.26
1706,Urban,29.36,24.66
4739,Urban,13.67,13.29
4993,Urban,18.6,12.5
2379,Urban,22.25,17.63
563,Urban,12.17,12.22
4101,Rural,21.87,14.78
4674,Urban,8.96,6.06
2272,Urban,33.88,26.15
1031,Urban,,17.26
703,Urban,21.5,22.07
3711,Urban,28.99,22.72
2829,Urban,21.38,12.25
992,Rural,20.8,12.96
965,Urban,19.0,16.34
1631,Rural,16.77,11.5
1507,Urban,27.92,18.35
3113,Rural,34.19,18.33
1057,Rural,18.63,8.49
1440,Rural,20.42,11.75
4855,Rural,30.75,13.4
1900,Rural,17.08,7.67
3806,Rural,,18.04
3669,Urban,11.82,12.23
1542,Urban,28.95,20.87
923,Rural,9.42,6.74
1585,Rural,24.74,10.89
1956,Rural,15.15,10.26
2802,Rural,7.81,6.63
3124,Urban,24.3,20.43
1572,Urban,4.18,9.66
3717,Urban,20.29,15.47
378,Urban,14.6,14.33
2935,Rural,12.14,10.86
4116,Urban,18.75,14.2
1338,Rural,9.89,3.1
829,Rural,15.21,9.93
3932,Urban,11.05,9.4
2141,Rural,33.32,18.41
2155,Urban,12.38,9.22
4364,,10.01,8.91
2870,Urban,4.26,10.57
3501,Urban,17.16,13.98
4706,Urban,9.35,10.34
4738,Urban,4.57,8.45
1597,Urban,7.64,11.07
3989,Urban,29.36,21.25
1818,Rural,32.91,15.82
3221,Urban,31.01,23.43
3519,Urban,18.18,14.3
1390,Urban,21.51,18.69
952,Rural,8.95,4.47
1447,Rural,34.03,19.18
3370,Rural,7.51,7.73
154,Urban,27.57,19.57
1398,Urban,14.22,11.11
132,Urban,19.96,18.98
211,Urban,33.38,22.1
3047,Urban,25.93,18.27
2041,Rural,28.3,14.52
4431,Rural,29.51,14.49
2227,Urban,30.64,23.33
4846,Urban,16.61,13.94
1827,Urban,10.11,10.07
3707,Rural,27.07,13.42
4151,Urban,20.85,18.66
2369,Urban,9.86,9.62
780,Rural,11.29,3.93
3997,Urban,9.13,8.81
1268,Urban,7.02,6.21
1423,Urban,5.81,7.68
4745,Urban,12.23,11.95
17,Urban,5.29,6.62
3196,Urban,13.82,13.52
2930,Urban,9.23,8.35
3550,Urban,6.97,4.83
805,Urban,15.73,16.93
4678,Rural,6.13,4.47
583,Urban,29.62,25.6
3890,Urban,7.09,9.61
3442,Urban,10.41,9.22
1638,Urban,22.21,19.36
915,Urban,20.04,16.65
3530,Urban,23.69,19.34
4106,Rural,13.03,8.38
3598,Urban,14.78,11.54
3399,Urban,30.61,21.76
1343,Rural,24.18,13.56
731,Urban,29.47,19.02
238,Urban,24.5,19.91
3220,Rural,26.74,16.81
3940,,13.71,12.44
4802,Urban,10.2,11.13
2078,Urban,23.76,16.45
1783,Urban,19.6,17.73
3923,Rural,23.07,14.48
4173,Urban,4.99,7.58
4317,Rural,28.96,15.24
1476,Rural,32.66,15.78
1601,Urban,20.54,15.79
83,Urban,29.96,21.83
2473,Rural,30.99,17.66
1400,Rural,30.57,14.66
1332,Rural,26.23,15.92
4024,Rural,13.47,7.01
1644,Rural,31.74,16.23
207,Urban,28.86,21.24
4662,Rural,11.91,6.99
758,Urban,17.33,17.7
1819,Rural,30.64,18.01
2997,Urban,10.5,7.28
4275,Rural,26.3,10.79
4203,Urban,22.58,17.25
2761,Urban,23.03,20.63
4542,Urban,14.72,11.54
1015,Rural,18.1,10.25
139,Urban,25.18,18.94
596,Urban,18.81,16.77
4449,Urban,14.02,11.1
688,Urban,32.27,19.08
1349,Rural,22.48,15.4
4561,Rural,29.82,13.33
4456,Urban,11.94,12.3
2910,Urban,19.26,16.57
521,Urban,29.86,22.49
4844,Urban,26.02,19.05
198,Rural,5.98,6.81
4318,Urban,15.47,13.14
2004,Urban,27.77,20.58
4331,Urban,25.57,19.96
3142,Rural,25.81,12.14
2846,Urban,23.05,17.68
4825,Urban,19.31,16.96
4627,Urban,22.46,15.33
4441,Rural,9.31,5.39
3875,Urban,32.66,26.2
4668,Rural,10.8,6.2
4399,Urban,19.14,13.93
1467,Rural,20.68,11.19
901,Urban,23.58,16.51
4798,Rural,24.01,13.24
784,Urban,7.33,10.06
3400,Urban,33.66,23.3
1988,Urban,18.59,14.48
3528,Rural,28.22,14.43
251,Urban,15.97,14.52
4346,Urban,34.95,30.86
2890,Rural,16.4,8.79
4690,Rural,29.9,17.46
671,Urban,30.38,20.78
4643,Rural,13.97,7.84
1404,Rural,31.07,13.5
3449,Urban,7.64,11.35
214,Urban,27.44,17.93
930,Urban,31.67,20.51
3465,Urban,34.86,24.46
4988,Rural,13.1,8.07
2955,Rural,31.71,15.73
666,Urban,28.23,20.97
1648,Rural,31.78,18.88
4776,Rural,18.41,11.42
285,Urban,18.27,15.07
2529,Urban,23.85,20.53
3386,Rural,19.24,9.66
4243,Rural,25.66,15.06
4541,Urban,9.79,10.46
2644,Rural,12.14,1.95
1929,Rural,25.64,15.37
2972,Urban,23.75,18.81
4912,Urban,32.15,22.69
4385,Rural,20.58,11.51
3913,Urban,31.05,22.06
4598,Urban,14.64,14.27
3854,Rural,25.38,13.67
4884,Urban,33.02,22.45
1923,Rural,10.52,5.15
4154,Urban,19.38,14.31
3541,,22.16,17.26
343,Urban,6.83,7.75
728,Rural,7.03,6.93
4860,Rural,8.8,5.36
3552,Urban,6.82,6.38
3976,Rural,21.18,9.04
3838,Urban,22.11,21.17
2496,Urban,6.43,6.14
101,Urban,17.92,14.69
1659,Urban,8.18,7.76
1544,Urban,12.33,11.56
4816,Rural,25.6,14.48
3439,Rural,23.86,20.19
4358,Rural,9.04,8.37
2625,Urban,19.92,16.41
4945,Rural,12.97,12.3
4197,Urban,26.9,22.83
542,Rural,24.14,16.37
1711,Urban,7.05,8.49
2073,Urban,23.32,19.68
3692,Urban,24.41,16.32
1254,Urban,4.56,7.89
3861,Rural,19.68,11.48
1120,Urban,24.83,20.23
832,Urban,18.71,14.96
4435,Urban,13.22,7.22
755,Urban,32.22,24.89
1554,Rural,4.26,4.09
1522,Rural,10.57,7.34
988,Urban,32.9,23.48
4863,Urban,32.93,22.59
4683,Rural,13.7,8.16
2865,Urban,13.81,15.4
4238,Rural,7.12,5.21
2717,Rural,10.92,7.71
4423,Urban,22.07,13.28
2372,Rural,23.63,12.53
77,Rural,23.04,11.04
2062,Urban,20.13,14.51
4192,Rural,4.48,1.12
313,Urban,,22.07
971,Rural,28.53,17.88
394,Rural,22.08,16.92
2916,Rural,,6.62
2203,Urban,20.07,11.84
318,Urban,33.73,20.14
3430,Urban,,7.91
2256,Urban,21.12,18.78
673,Urban,23.85,19.13
4455,Rural,30.64,18.67
482,Rural,13.11,8.67
2925,Urban,33.15,21.66
460,Urban,33.59,22.97
1655,Urban,11.42,9.99
23,Urban,33.55,21.61
741,Urban,31.62,26.21
2101,Rural,4.28,2.29
2181,Urban,11.24,14.44
3589,Urban,19.91,14.69
670,Urban,27.17,16.86
848,Rural,26.82,14.36
3276,Rural,27.01,16.02
2685,Urban,6.9,6.46
1208,Urban,14.45,13.57
4077,Urban,28.31,21.39
321,Urban,12.76,8.35
4204,Rural,18.77,13.11
1775,Rural,17.32,11.41
98,Urban,12.13,9.61
3477,Rural,6.64,4.8
4032,Urban,26.02,23.96
1661,Rural,21.74,11.74
1192,Urban,23.93,17.66
3972,Urban,22.49,17.11
409,Rural,13.95,7.19
1697,Urban,24.52,16.76
2413,Urban,11.88,9.99
4232,Urban,7.8,9.31
3420,Urban,8.65,7.59
1359,Urban,33.3,29.51
256,Urban,18.9,14.57
3427,Urban,7.62,8.84
1834,Rural,32.47,15.25
1433,Urban,31.33,21.65
3511,Urban,9.75,8.57
840,Rural,23.53,10.3
3377,Rural,9.29,9.93
4230,Urban,26.84,19.06
4883,Rural,15.33,9.96
3321,Urban,8.06,6.99
1545,Rural,,14.04
1974,Urban,16.81,16.87
3279,,16.34,13.08
1274,Urban,,14.32
820,Urban,19.4,14.04
3531,Urban,32.2,22.78
273,Rural,13.23,8.64
2689,Urban,13.49,12.89
4057,Rural,30.63,19.59
919,Rural,12.85,8.89
2730,,20.81,20.11
69,Urban,32.54,22.71
694,Urban,22.4,17.71
4647,Rural,28.25,15.17
4254,Urban,13.43,9.81
2507,Rural,16.86,10.17
4558,Rural,19.65,10.71
356,Rural,16.58,12.64
1307,Rural,15.66,11.44
1662,Urban,17.7,13.01
4004,Urban,17.52,12.56
4046,Urban,4.93,7.05
4249,Urban,10.18,9.49
2713,Urban,11.35,13.58
1428,Rural,27.77,17.54
2036,Urban,29.92,22.2
4773,Urban,9.44,9.05
2873,Rural,,19.83
4174,Urban,6.36,4.81
3206,Rural,11.91,3.7
2736,Rural,23.65,11.09
3678,Urban,26.01,20.54
2852,Urban,25.64,21.58
3930,Urban,34.38,24.88
4148,Urban,16.62,14.63
2917,Rural,25.1,14.24
2277,Rural,13.35,8.02
1791,Urban,29.6,22.73
1084,Rural,12.01,9.16
4395,Rural,15.72,11.32
355,Urban,20.53,16.55
2067,,5.06,6.06
3140,Urban,12.92,10.27
1200,Urban,6.25,6.75
2771,Urban,19.62,17.33
4597,Rural,19.43,13.05
4289,Urban,16.53,11.06
3923,Rural,23.07,14.48
3262,Urban,9.69,7.87
1223,Urban,9.9,11.3
4348,Urban,30.78,21.14
966,Urban,31.82,25.64
2678,Urban,33.91,23.38
4741,Rural,4.29,0.74
128,Rural,11.74,7.49
760,Rural,13.62,8.56
3394,Urban,26.19,23.38
681,Rural,11.3,7.5
508,Rural,14.01,5.09
3629,Rural,12.79,9.09
3563,Urban,24.34,17.45
4067,Urban,11.86,11.27
1025,Rural,6.81,2.67
3332,Rural,23.2,11.92
574,Rural,24.04,12.33
2744,Urban,13.34,11.59
2990,Rural,30.0,17.79
4808,Rural,23.38,10.52
131,Urban,21.34,15.97
4454,,9.86,6.03
4512,Urban,20.5,14.86
611,Urban,6.39,7.84
2881,Urban,,4.91
2810,Rural,4.65,2.71
1755,Rural,4.04,4.36
4000,Urban,32.89,25.81
579,Urban,32.27,27.79
3939,Urban,16.07,17.39
48,Urban,20.39,17.84
1444,Urban,5.01,7.89
4976,Urban,9.77,7.23
4027,Urban,21.49,21.78
1093,Rural,14.5,8.44
1870,Rural,33.7,14.8
1853,Rural,32.16,15.43
1551,Rural,14.36,8.33
4157,Urban,32.91,21.01
325,Rural,5.7,6.19
711,Rural,9.23,5.2
3038,Rural,30.51,15.96
2611,Rural,13.71,6.43
740,Urban,18.12,13.64
1733,Urban,32.94,23.17
1843,Urban,7.76,5.73
928,Urban,24.88,19.6
2808,Urban,30.49,20.51
1231,Rural,21.94,14.91
4394,Urban,26.54,23.13
2381,Rural,17.36,10.87
1089,Rural,25.99,17.54
4145,,26.75,18.22
4709,Rural,14.93,4.86
3880,Urban,10.64,8.7
3715,Rural,31.56,16.55
3553,Urban,24.09,14.83
4621,Rural,17.71,10.36
151,Rural,13.6,6.14
3271,Urban,14.62,14.56
1,Urban,16.2,10.75
2212,Rural,9.29,9.88
4235,Urban,26.77,19.3
2874,Urban,31.65,25.69
567,,25.6,20.57
1131,,15.66,9.3
486,Rural,34.61,15.89
1589,Urban,9.92,8.99
3352,Urban,5.53,7.11
276,Urban,11.05,12.87
4902,Urban,15.56,11.31
315,Rural,19.78,10.38
2722,Rural,32.86,18.82
4309,Rural,9.11,8.65
1026,Urban,12.14,12.57
4361,Urban,20.12,12.18
1838,Urban,23.19,16.92
3029,Rural,20.26,9.54
2466,Urban,15.89,14.83
2170,Urban,11.49,10.19
1519,Urban,34.4,24.86
3651,Rural,10.11,9.06
3389,Urban,22.45,15.9
3107,Rural,10.15,5.64
700,Urban,13.06,12.53
3949,Urban,11.62,6.4
1220,Urban,8.69,11.97
2548,Urban,11.83,9.0
2562,Rural,24.58,11.81
53,Rural,9.76,5.84
3287,Urban,17.68,16.61
3015,Rural,24.99,12.39
3331,Rural,27.08,15.64
858,Urban,4.27,7.15
4594,Urban,16.3,10.91
1435,Urban,28.01,21.83
2722,Rural,32.86,18.82
3116,Rural,12.69,8.0
309,Rural,31.51,15.1
1325,Rural,6.53,1.77
1885,Urban,33.24,20.85
4062,Urban,30.43,22.33
575,Rural,24.07,14.49
1568,Urban,21.36,13.1
2234,Rural,20.86,11.38
3757,Urban,11.15,13.62
528,Urban,6.52,6.1
4265,Rural,29.13,19.18
1001,Urban,24.1,18.22
1305,Rural,15.85,7.18
186,Rural,33.18,18.56
1418,Urban,32.38,21.43
3184,Urban,34.87,24.06
1209,Urban,16.47,16.95
1575,Urban,6.41,3.59
4685,Rural,21.17,10.69
3607,Rural,25.31,16.35
2520,Rural,5.75,4.39
738,Rural,12.25,5.35
2368,Urban,21.95,16.92
1068,Urban,14.36,13.21
4966,Urban,21.53,17.5
4412,Urban,24.8,19.76
3165,Urban,15.67,15.94
4591,Urban,19.82,17.29
2453,Urban,12.3,11.11
4763,Rural,34.1,16.74
4184,Urban,24.96,18.86
4191,Rural,32.02,18.69
1267,Urban,34.42,22.15
422,Rural,13.59,5.65
3436,Urban,11.65,9.04
2449,Urban,24.18,20.07
2939,Rural,15.14,7.97
1316,Rural,32.94,20.37
2866,Urban,34.17,26.37
1048,Urban,19.69,16.18
2161,Rural,26.63,15.09
1482,Urban,18.96,13.24
3246,Urban,24.75,20.65
2736,Rural,23.65,11.09
1399,Rural,17.66,10.59
1465,Rural,29.16,18.3
3746,Urban,19.65,17.22
2680,Urban,5.66,6.86
99,Urban,17.07,17.55
3096,Rural,32.06,18.02
1965,Urban,13.24,12.18
1181,Rural,22.4,12.48
3218,Urban,13.71,12.08
2824,Urban,26.55,20.08
1767,Rural,34.23,18.39
1280,Urban,10.04,9.11
994,Urban,19.47,13.53
2121,Rural,32.13,20.66
327,Urban,6.56,7.07
97,Urban,,22.75
1635,Rural,23.82,15.05
4279,Urban,4.74,3.8
3914,Rural,10.68,9.98
701,Urban,13.14,11.12
3111,Rural,19.49,11.66
852,Rural,33.75,19.46
3814,Rural,14.73,9.45
4590,Rural,28.52,17.63
1640,Rural,17.94,9.87
4822,Urban,27.29,19.95
1004,Rural,23.01,13.32
4532,Urban,32.94,26.84
4298,Urban,28.84,21.65
1754,Urban,6.68,11.04
1310,Rural,29.07,17.81
1412,Urban,14.92,11.05
2693,Urban,11.96,11.01
1541,Rural,,2.91
271,Rural,,5.4
910,Urban,9.1,11.0
4743,Urban,30.41,21.77
967,Rural,32.14,18.13
4041,Rural,8.5,7.72
4019,Urban,5.21,8.27
4671,Urban,18.11,12.73
3207,Rural,7.94,6.51
2513,Urban,4.7,4.68
879,Urban,17.89,17.05
1479,Rural,20.37,10.89
2707,Urban,21.18,17.63
3008,Urban,11.98,11.86
3244,Rural,16.76,12.57
4031,Rural,14.8,7.91
2522,Urban,19.68,16.6
4492,Rural,5.35,8.58
2233,,5.43,2.5
2750,Rural,24.53,10.71
4124,Rural,31.75,19.69
2628,Rural,17.65,8.43
1429,Rural,12.32,8.11
254,Urban,6.58,4.91
371,Urban,15.92,10.6
4877,Rural,5.8,2.23
3975,Urban,17.32,13.68
107,Urban,15.37,13.43
3375,Rural,22.0,13.92
2695,Rural,33.02,18.68
2193,Rural,19.65,6.41
298,Urban,22.78,21.82
2799,Rural,11.24,8.16
1074,Urban,18.28,17.63
4716,,19.46,16.66
4270,Rural,12.96,8.14
3792,Urban,5.79,11.0
2447,Urban,21.28,18.54
3898,Rural,,10.95
1511,Rural,5.62,4.24
41,Urban,27.63,16.63
4620,Rural,9.9,6.27
3329,Urban,30.79,21.95
4114,Urban,18.29,16.67
3174,Urban,13.25,12.1
4705,Urban,14.73,14.55
4288,Urban,,20.81
4997,Urban,31.82,23.01
2159,Urban,13.75,13.2
4425,Urban,33.42,25.95
3109,Urban,27.01,20.1
4461,Urban,25.19,22.2
4382,Urban,13.32,11.05
94,Urban,7.66,10.41
682,Urban,19.33,14.36
4311,Urban,12.21,8.55
4811,Urban,,7.97
796,Rural,28.65,17.64
3474,Rural,9.3,5.64
1493,Urban,16.74,13.61
785,Urban,4.52,8.46
4028,Urban,7.55,9.13
3845,Urban,4.59,8.5
4123,Rural,24.38,14.78
1496,,8.05,6.93
3214,Rural,21.29,11.38
2358,Urban,33.32,23.47
103,Urban,21.7,16.67
2194,Urban,9.47,7.72
3240,Urban,8.73,8.87
4740,Rural,,12.67
3821,Urban,6.6,7.53
4143,Urban,33.81,24.09
451,Rural,12.98,4.98
3338,Rural,19.08,11.12
417,Urban,14.96,12.6
1515,Urban,19.76,13.41
4485,Urban,31.88,22.34
2223,Urban,8.08,10.25
1491,Urban,22.72,17.39
3317,Urban,,24.73
2708,Urban,27.62,20.36
1217,Urban,8.76,12.48
1125,Rural,28.87,16.03
842,Rural,8.47,8.78
16,Urban,10.56,10.34
63,Rural,19.57,9.73
1529,Rural,15.33,5.21
4082,Urban,18.57,14.57
4349,Rural,24.19,14.5
638,Urban,30.05,25.43
2719,Rural,17.2,12.66
4102,Urban,28.55,17.37
4428,Urban,30.17,17.24
3544,Urban,24.43,19.52
1403,Urban,10.31,11.25
2865,Urban,13.81,15.4
2108,Rural,,5.73
1997,Rural,24.68,12.95
899,Urban,33.52,26.62
2999,Urban,32.16,21.94
191,Urban,14.3,10.48
3620,Urban,8.99,8.83
2959,Urban,8.66,11.19
3401,Urban,19.47,16.12
1694,Urban,28.9,23.61
729,Urban,9.17,10.8
2645,Urban,9.11,8.93
3897,Urban,13.98,8.66
2350,Urban,33.16,23.91
2252,Rural,32.34,15.96
2854,Rural,13.17,5.83
678,Urban,9.16,7.52
1803,Urban,10.8,11.65
3065,Rural,33.94,19.05
4505,Urban,15.72,8.88
2614,Rural,16.31,6.83
2061,Urban,33.24,21.8
2206,Rural,9.69,5.25
4515,Urban,23.34,21.03
411,Urban,25.32,17.39
1259,Urban,29.93,24.75
1724,Urban,17.26,16.14
1355,Urban,32.54,23.96
4636,Rural,10.17,3.52
889,Urban,28.83,22.65
4075,Rural,15.47,7.91
483,Urban,17.84,14.89
1785,Rural,26.61,13.24
2570,Rural,5.17,5.98
434,Urban,5.99,9.02
4373,Urban,5.55,7.01
4030,Urban,17.19,12.65
715,Urban,24.98,18.96
4520,Urban,16.26,13.42
3725,Urban,30.84,26.86
4484,Urban,28.93,20.64
2830,Urban,6.95,5.95
2249,Urban,9.05,5.97
2405,Rural,15.27,9.61
4552,Urban,33.33,26.82
605,Urban,5.23,4.4
1283,Urban,27.63,20.14
549,Urban,11.98,9.62
4147,Urban,15.01,14.32
2460,Urban,11.97,11.43
2068,,19.42,15.63
1360,Urban,24.88,18.43
2467,Urban,29.94,19.93
3294,Urban,9.87,8.69
1419,Urban,27.62,19.64
733,Rural,24.33,16.7
1236,Urban,30.14,21.02
2427,Urban,,8.55
4330,Rural,29.1,14.6
2110,,16.89,11.58
909,Urban,10.83,11.48
2088,Rural,23.18,9.54
2055,Rural,19.2,11.61
1058,Urban,19.2,14.8
4998,Urban,33.35,23.64
4337,Urban,23.61,22.77
4470,Rural,15.16,10.42
783,Urban,22.48,14.11
4783,Urban,25.56,20.71
4968,Rural,7.4,5.51
134,Urban,4.5,8.27
1505,Urban,6.63,9.22
4635,Urban,12.87,10.32
4223,Rural,,12.32
3226,Rural,21.09,13.84
2985,Urban,17.6,16.29
894,Urban,9.96,9.43
557,Urban,7.49,10.51
2850,Urban,4.42,6.33
2684,Urban,18.96,10.94
2727,Urban,6.98,10.79
4537,Urban,23.66,18.82
1539,Urban,18.26,16.61
1650,Rural,30.63,12.71
1394,Urban,25.5,20.11
70,Rural,,5.95
2196,Urban,20.79,19.67
3671,Urban,33.36,26.0
1660,Urban,13.18,11.24
4022,Urban,31.02,23.23
3824,Urban,6.24,5.14
1213,Urban,16.43,15.98
2567,Urban,32.52,21.87
1432,Urban,33.18,23.29
2748,Urban,26.99,20.86
4562,Urban,6.24,12.11
573,Urban,29.48,20.37
1413,Urban,30.55,24.49
4817,Rural,22.48,12.51
1499,Urban,10.88,9.46
1441,Rural,12.33,5.8
2822,Urban,15.82,9.53
4345,Urban,5.81,10.61
243,Rural,19.56,8.39
2100,Urban,31.58,24.24
1994,Urban,6.58,7.52
2380,Rural,6.77,7.26
31,Rural,13.39,9.41
757,Rural,23.55,12.56
3798,Urban,19.71,13.36
4829,Urban,27.91,20.84
2475,Urban,16.35,14.09
4973,Urban,33.67,24.66
1168,Urban,34.58,25.9
2503,Urban,7.88,11.12
4432,Urban,9.85,10.2
1636,Urban,14.48,11.75
3373,Urban,16.3,12.35
2931,Urban,29.48,24.56
1538,Rural,31.54,17.05
4862,Rural,20.17,14.31
3227,Urban,15.15,11.05
3564,Urban,31.34,19.78
495,Urban,18.71,13.55
1582,Urban,33.2,23.05
874,Urban,29.73,23.15
4134,Rural,12.33,7.51
1934,Rural,7.99,4.79
306,Rural,20.6,10.91
4299,Urban,33.25,22.25
2455,Urban,31.01,24.0
4250,Rural,13.54,6.09
341,Urban,29.13,21.9
802,Urban,7.1,7.09
4272,Rural,20.18,12.33
661,Urban,9.71,9.02
1899,Urban,13.92,12.12
4176,Rural,10.2,7.51
2263,Rural,24.77,14.45
4489,Rural,7.09,3.95
4137,Rural,24.49,13.22
3318,Urban,27.15,20.04
3617,Urban,33.71,23.61
1739,Urban,11.38,9.61
467,Urban,28.11,22.0
4728,Rural,10.34,6.0
4126,Rural,33.81,19.39
3999,Urban,7.35,4.99
2779,Urban,31.82,22.03
4701,Urban,28.2,23.43
2622,Rural,21.54,12.56
2276,Rural,,16.66
4328,Rural,10.45,6.54
1883,,13.97,6.27
4848,Urban,15.4,11.65
3933,Rural,9.31,7.02
