Product_Id,Product_Weight,Product_Sugar_Content,Product_Allocated_Area,Product_Type,Product_MRP,Store_Id,Store_Establishment_Year,Store_Size,Store_Location_City_Type,Store_Type,Product_Store_Sales_Total,Date
FD4257,13.98,Low Sugar,0.017,Meat,156.46,OUT004,2009,Medium,Tier 2,Supermarket Type2,3945.58,03/02/2020 6:23:52
FD1753,12.34,Low Sugar,0.168,Canned,156.47,OUT004,2009,Medium,Tier 2,Supermarket Type2,3576.27,03/02/2020 6:23:52
NC361,12.9,No Sugar,0.061,Health and Hygiene,156.48,OUT003,1999,Medium,Tier 1,Departmental Store,6529.74,03/02/2020 6:23:52
NC1603,15.2,No Sugar,0.076,Household,156.48,OUT003,1999,Medium,Tier 1,Departmental Store,4222.1,03/02/2020 6:23:52
FD3283,12.79,Low Sugar,0.079,Fruits and Vegetables,156.49,OUT004,2009,Medium,Tier 2,Supermarket Type2,3677.6,03/02/2020 6:23:52
FD6873,15.63,Regular,0.036,Snack Foods,156.5,OUT003,1999,Medium,Tier 1,Departmental Store,4320.23,03/02/2020 6:23:52
FD5840,14.46,Low Sugar,0.03,Baking Goods,156.51,OUT001,1987,High,Tier 2,Supermarket Type1,4056.67,03/02/2020 6:23:52
DR2334,14.23,Regular,0.057,Soft Drinks,156.52,OUT001,1987,High,Tier 2,Supermarket Type1,4004.4,03/02/2020 6:23:52
FD6205,12.55,Low Sugar,0.186,Fruits and Vegetables,156.55,OUT004,2009,Medium,Tier 2,Supermarket Type2,3623.9,03/02/2020 6:23:52
FD3593,13.44,Regular,0.035,Dairy,156.55,OUT004,2009,Medium,Tier 2,Supermarket Type2,3825,03/02/2020 6:23:52
DR349,11.94,Regular,0.025,Soft Drinks,156.56,OUT004,2009,Medium,Tier 2,Supermarket Type2,2739.39,03/02/2020 6:23:52
FD4966,20.35,Low Sugar,0.022,Snack Foods,156.56,OUT003,1999,Medium,Tier 1,Departmental Store,5387.26,03/02/2020 6:23:52
FD6186,15.42,Low Sugar,0.027,Snack Foods,156.61,OUT003,1999,Medium,Tier 1,Departmental Store,4275.41,03/02/2020 6:23:52
FD6589,14.02,Low Sugar,0.054,Canned,156.62,OUT004,2009,Medium,Tier 2,Supermarket Type2,3958.41,03/02/2020 6:23:52
FD7296,11.8,Regular,0.016,Canned,156.64,OUT004,2009,Medium,Tier 2,Supermarket Type2,3456.59,03/02/2020 6:23:52
FD4038,12.94,Regular,0.133,Fruits and Vegetables,156.64,OUT004,2009,Medium,Tier 2,Supermarket Type2,3714.37,03/02/2020 6:23:52
FD7789,12.15,Regular,0.053,Canned,156.65,OUT004,2009,Medium,Tier 2,Supermarket Type2,3536.88,03/02/2020 6:23:52
FD1519,17.45,Regular,0.036,Snack Foods,156.65,OUT003,1999,Medium,Tier 1,Departmental Store,4733.69,03/02/2020 6:23:52
FD7661,9.81,Low Sugar,0.05,Frozen Foods,156.67,OUT004,2009,Medium,Tier 2,Supermarket Type2,3008.65,03/02/2020 6:23:52
FD2408,13.63,Low Sugar,0.021,Fruits and Vegetables,156.67,OUT004,2009,Medium,Tier 2,Supermarket Type2,3872.19,03/02/2020 6:23:52
FD7045,15.59,Low Sugar,0.108,Fruits and Vegetables,156.67,OUT003,1999,Medium,Tier 1,Departmental Store,4314.62,03/02/2020 6:23:52
NC453,10.17,No Sugar,0.031,Household,156.69,OUT004,2009,Medium,Tier 2,Supermarket Type2,4075.37,03/02/2020 6:23:52
NC4324,12.17,No Sugar,0.045,Health and Hygiene,156.69,OUT004,2009,Medium,Tier 2,Supermarket Type2,3542.16,03/02/2020 6:23:52
FD955,14.76,Low Sugar,0.068,Frozen Foods,156.69,OUT001,1987,High,Tier 2,Supermarket Type1,4127.71,03/02/2020 6:23:52
FD2951,8.88,Regular,0.021,Canned,156.71,OUT004,2009,Medium,Tier 2,Supermarket Type2,2797.91,03/02/2020 6:23:52
FD1770,10.09,Low Sugar,0.071,Fruits and Vegetables,156.72,OUT004,2009,Medium,Tier 2,Supermarket Type2,3073.14,03/02/2020 6:23:52
FD4910,10.55,Low Sugar,0.023,Meat,156.74,OUT004,2009,Medium,Tier 2,Supermarket Type2,3176.92,03/02/2020 6:23:52
FD3460,12.93,Regular,0.015,Canned,156.76,OUT004,2009,Medium,Tier 2,Supermarket Type2,3713.83,03/02/2020 6:23:52
NC7813,13.47,No Sugar,0.052,Health and Hygiene,156.76,OUT004,2009,Medium,Tier 2,Supermarket Type2,3838.02,03/02/2020 6:23:52
FD3036,13.81,Low Sugar,0.029,Fruits and Vegetables,156.77,OUT004,2009,Medium,Tier 2,Supermarket Type2,3914,03/02/2020 6:23:52
FD1057,11.62,Regular,0.055,Frozen Foods,156.79,OUT004,2009,Medium,Tier 2,Supermarket Type2,3420,03/02/2020 6:23:52
FD3328,10.65,Regular,0.132,Frozen Foods,156.8,OUT004,2009,Medium,Tier 2,Supermarket Type2,3199.93,03/02/2020 6:23:52
FD7494,11.96,Low Sugar,0.064,Starchy Foods,156.81,OUT004,2009,Medium,Tier 2,Supermarket Type2,3496.06,03/02/2020 6:23:52
FD3231,16.1,Low Sugar,0.027,Meat,156.81,OUT003,1999,Medium,Tier 1,Departmental Store,4433.44,03/02/2020 6:23:52
FD8282,13.49,Regular,0.03,Snack Foods,156.83,OUT004,2009,Medium,Tier 2,Supermarket Type2,3841.97,03/02/2020 6:23:52
FD4545,13,Low Sugar,0.038,Fruits and Vegetables,156.84,OUT004,2009,Medium,Tier 2,Supermarket Type2,3732.08,03/02/2020 6:23:52
FD1165,13.21,Low Sugar,0.071,Dairy,156.85,OUT004,2009,Medium,Tier 2,Supermarket Type2,3779.85,03/02/2020 6:23:52
FD5657,13.73,Regular,0.015,Frozen Foods,156.86,OUT004,2009,Medium,Tier 2,Supermarket Type2,3896.71,03/02/2020 6:23:52
FD5107,14.84,Low Sugar,0.015,Baking Goods,156.86,OUT001,1987,High,Tier 2,Supermarket Type1,4148.84,03/02/2020 6:23:52
FD6739,11.42,Low Sugar,0.034,Meat,156.9,OUT004,2009,Medium,Tier 2,Supermarket Type2,3376.55,03/02/2020 6:23:52
NC3518,12.07,No Sugar,0.076,Health and Hygiene,156.9,OUT004,2009,Medium,Tier 2,Supermarket Type2,3524,03/02/2020 6:23:52
NC596,14.12,No Sugar,0.041,Health and Hygiene,156.9,OUT004,2009,Medium,Tier 2,Supermarket Type2,3313.58,03/02/2020 6:23:52
FD403,15.04,Low Sugar,0.037,Frozen Foods,156.91,OUT002,1998,Small,Tier 3,Food Mart,1683.4,03/02/2020 6:23:52
FD3851,15.69,Regular,0.039,Frozen Foods,156.94,OUT003,1999,Medium,Tier 1,Departmental Store,4341.82,03/02/2020 6:23:52
FD3557,11.96,Low Sugar,0.088,Fruits and Vegetables,156.95,OUT004,2009,Medium,Tier 2,Supermarket Type2,3499.68,03/02/2020 6:23:52
NC8110,12.63,No Sugar,0.045,Health and Hygiene,156.96,OUT004,2009,Medium,Tier 2,Supermarket Type2,3652.13,03/02/2020 6:23:52
FD3625,13.76,Low Sugar,0.035,Canned,156.96,OUT004,2009,Medium,Tier 2,Supermarket Type2,3905.75,03/02/2020 6:23:52
FD6117,14.56,Low Sugar,0.039,Baking Goods,156.96,OUT001,1987,High,Tier 2,Supermarket Type1,4087.94,03/02/2020 6:23:52
FD8591,8.2,Low Sugar,0.114,Snack Foods,156.97,OUT004,2009,Medium,Tier 2,Supermarket Type2,2650.14,03/02/2020 6:23:52
FD1416,10.56,Low Sugar,0.097,Breads,156.97,OUT004,2009,Medium,Tier 2,Supermarket Type2,3183.71,03/02/2020 6:23:52
NC4137,14.86,No Sugar,0.054,Household,156.97,OUT001,1987,High,Tier 2,Supermarket Type1,4156.53,03/02/2020 6:23:52
FD2910,11.02,Low Sugar,0.027,Fruits and Vegetables,156.98,OUT004,2009,Medium,Tier 2,Supermarket Type2,3287.17,03/02/2020 6:23:52
FD7205,13.76,Low Sugar,0.026,Fruits and Vegetables,156.99,OUT004,2009,Medium,Tier 2,Supermarket Type2,3907.14,03/02/2020 6:23:52
FD3562,13.23,Low Sugar,0.031,Fruits and Vegetables,157,OUT004,2009,Medium,Tier 2,Supermarket Type2,3787.32,03/02/2020 6:23:52
NC2357,13.57,No Sugar,0.123,Household,157,OUT004,2009,Medium,Tier 2,Supermarket Type2,3864.47,03/02/2020 6:23:52
FD555,13.73,Low Sugar,0.027,Fruits and Vegetables,157,OUT004,2009,Medium,Tier 2,Supermarket Type2,2842.69,03/02/2020 6:23:52
FD1268,12.42,Regular,0.018,Snack Foods,157.01,OUT004,2009,Medium,Tier 2,Supermarket Type2,3604.94,03/02/2020 6:23:52
FD8043,14.53,Low Sugar,0.047,Meat,157.05,OUT001,1987,High,Tier 2,Supermarket Type1,4082.12,03/02/2020 6:23:52
NC1905,15,No Sugar,0.056,Health and Hygiene,157.07,OUT001,1987,High,Tier 2,Supermarket Type1,4188.5,03/02/2020 6:23:52
FD7963,12.95,Regular,0.162,Dairy,157.08,OUT004,2009,Medium,Tier 2,Supermarket Type2,3725.81,03/02/2020 6:23:52
FD3208,13.1,Regular,0.03,Frozen Foods,157.08,OUT004,2009,Medium,Tier 2,Supermarket Type2,3759.71,03/02/2020 6:23:52
FD7697,9.83,Low Sugar,0.124,Fruits and Vegetables,157.1,OUT004,2009,Medium,Tier 2,Supermarket Type2,3021.14,03/02/2020 6:23:52
NC6218,13.64,No Sugar,0.071,Household,157.1,OUT004,2009,Medium,Tier 2,Supermarket Type2,3882.69,03/02/2020 6:23:52
FD4735,13.3,Low Sugar,0.054,Breads,157.11,OUT004,2009,Medium,Tier 2,Supermarket Type2,3806.03,03/02/2020 6:23:52
FD1196,12.97,Regular,0.036,Snack Foods,157.12,OUT004,2009,Medium,Tier 2,Supermarket Type2,3730.49,03/02/2020 6:23:52
DR5266,9.37,Low Sugar,0.086,Soft Drinks,157.13,OUT004,2009,Medium,Tier 2,Supermarket Type2,2917.94,03/02/2020 6:23:52
FD962,11.32,Regular,0.163,Breads,157.13,OUT004,2009,Medium,Tier 2,Supermarket Type2,3358.67,03/02/2020 6:23:52
FD3386,9.86,Low Sugar,0.061,Baking Goods,157.14,OUT004,2009,Medium,Tier 2,Supermarket Type2,3029.46,03/02/2020 6:23:52
FD6279,10.92,Low Sugar,0.295,Canned,157.14,OUT004,2009,Medium,Tier 2,Supermarket Type2,3269.1,03/02/2020 6:23:52
FD6124,9.66,Low Sugar,0.027,Fruits and Vegetables,157.15,OUT004,2009,Medium,Tier 2,Supermarket Type2,2984.02,03/02/2020 6:23:52
FD8538,13.65,Regular,0.014,Fruits and Vegetables,157.15,OUT004,2009,Medium,Tier 2,Supermarket Type2,3886.7,03/02/2020 6:23:52
DR8074,14.28,Low Sugar,0.039,Soft Drinks,157.16,OUT001,1987,High,Tier 2,Supermarket Type1,4028.76,03/02/2020 6:23:52
NC2642,10.62,No Sugar,0.027,Health and Hygiene,157.19,OUT004,2009,Medium,Tier 2,Supermarket Type2,3201.78,03/02/2020 6:23:52
FD3855,13.54,Regular,0.084,Fruits and Vegetables,157.19,OUT004,2009,Medium,Tier 2,Supermarket Type2,3860.77,03/02/2020 6:23:52
NC8467,13.74,No Sugar,0.149,Household,157.19,OUT004,2009,Medium,Tier 2,Supermarket Type2,3907.49,03/02/2020 6:23:52
FD6661,11.03,Low Sugar,0.274,Meat,157.22,OUT004,2009,Medium,Tier 2,Supermarket Type2,3294.26,03/02/2020 6:23:52
FD7221,14.91,Regular,0.08,Frozen Foods,157.23,OUT001,1987,High,Tier 2,Supermarket Type1,4173.26,03/02/2020 6:23:52
FD1760,12.3,Low Sugar,0.008,Fruits and Vegetables,157.24,OUT004,2009,Medium,Tier 2,Supermarket Type2,3582.28,03/02/2020 6:23:52
FD5190,13.28,Regular,0.137,Baking Goods,157.24,OUT004,2009,Medium,Tier 2,Supermarket Type2,3804.07,03/02/2020 6:23:52
FD5436,11.29,Low Sugar,0.108,Canned,157.25,OUT004,2009,Medium,Tier 2,Supermarket Type2,3353.42,03/02/2020 6:23:52
FD5050,14.36,Low Sugar,0.035,Snack Foods,157.28,OUT001,1987,High,Tier 2,Supermarket Type1,4048.37,03/02/2020 6:23:52
NC5417,14.71,No Sugar,0.025,Household,157.29,OUT001,1987,High,Tier 2,Supermarket Type1,4127.75,03/02/2020 6:23:52
FD6304,13.76,Regular,0.063,Frozen Foods,157.3,OUT004,2009,Medium,Tier 2,Supermarket Type2,3913.87,03/02/2020 6:23:52
FD991,14.24,Low Sugar,0.161,Baking Goods,157.3,OUT001,1987,High,Tier 2,Supermarket Type1,4021.89,03/02/2020 6:23:52
NC8671,14.26,No Sugar,0.024,Health and Hygiene,157.31,OUT001,1987,High,Tier 2,Supermarket Type1,4027.85,03/02/2020 6:23:52
FD8002,12.01,Low Sugar,0.167,Dairy,157.32,OUT004,2009,Medium,Tier 2,Supermarket Type2,3518.75,03/02/2020 6:23:52
FD5632,12.16,Low Sugar,0.059,Snack Foods,157.33,OUT004,2009,Medium,Tier 2,Supermarket Type2,3552.25,03/02/2020 6:23:52
NC6406,13.7,No Sugar,0.023,Health and Hygiene,157.33,OUT004,2009,Medium,Tier 2,Supermarket Type2,3900.47,03/02/2020 6:23:52
FD4447,14.12,Low Sugar,0.126,Starchy Foods,157.35,OUT004,2009,Medium,Tier 2,Supermarket Type2,3996.49,03/02/2020 6:23:52
FD7496,16.13,Regular,0.069,Snack Foods,157.36,OUT003,1999,Medium,Tier 1,Departmental Store,4449.81,03/02/2020 6:23:52
NC7351,12.2,No Sugar,0.004,Household,157.39,OUT004,2009,Medium,Tier 2,Supermarket Type2,3563.27,03/02/2020 6:23:52
NC5787,11.47,No Sugar,0.09,Health and Hygiene,157.41,OUT004,2009,Medium,Tier 2,Supermarket Type2,3397.82,03/02/2020 6:23:52
FD1260,11.54,Low Sugar,0.037,Meat,157.41,OUT004,2009,Medium,Tier 2,Supermarket Type2,3414.84,03/02/2020 6:23:52
FD3731,10.01,Low Sugar,0.107,Canned,157.42,OUT004,2009,Medium,Tier 2,Supermarket Type2,3068.89,03/02/2020 6:23:52
FD1335,10.94,Low Sugar,0.147,Canned,157.42,OUT004,2009,Medium,Tier 2,Supermarket Type2,3278.64,03/02/2020 6:23:52
FD7447,13.27,Low Sugar,0.035,Canned,157.42,OUT004,2009,Medium,Tier 2,Supermarket Type2,3805.42,03/02/2020 6:23:52
FD40,13.4,Low Sugar,0.031,Snack Foods,157.42,OUT004,2009,Medium,Tier 2,Supermarket Type2,3599.5,03/02/2020 6:23:52
NC2778,15.7,No Sugar,0.025,Household,157.42,OUT003,1999,Medium,Tier 1,Departmental Store,4354.58,03/02/2020 6:23:52
FD2360,10.1,Low Sugar,0.035,Frozen Foods,157.43,OUT004,2009,Medium,Tier 2,Supermarket Type2,3089.69,03/02/2020 6:23:52
DR7640,13.2,Regular,0.056,Soft Drinks,157.43,OUT004,2009,Medium,Tier 2,Supermarket Type2,3788.64,03/02/2020 6:23:52
FD951,13.44,Low Sugar,0.021,Frozen Foods,157.43,OUT004,2009,Medium,Tier 2,Supermarket Type2,3842.89,03/02/2020 6:23:52
FD6314,13.63,Low Sugar,0.147,Fruits and Vegetables,157.43,OUT004,2009,Medium,Tier 2,Supermarket Type2,3887.29,03/02/2020 6:23:52
FD2782,13.91,Low Sugar,0.076,Fruits and Vegetables,157.43,OUT004,2009,Medium,Tier 2,Supermarket Type2,3949.92,03/02/2020 6:23:52
FD7515,13.35,Regular,0.16,Baking Goods,157.45,OUT004,2009,Medium,Tier 2,Supermarket Type2,3823.63,03/02/2020 6:23:52
FD197,12.6,Low Sugar,0.025,Snack Foods,157.47,OUT004,2009,Medium,Tier 2,Supermarket Type2,3288.06,03/02/2020 6:23:52
FD6317,11.85,Low Sugar,0.03,Baking Goods,157.48,OUT004,2009,Medium,Tier 2,Supermarket Type2,3486,03/02/2020 6:23:52
FD2796,15.74,Low Sugar,0.166,Meat,157.48,OUT003,1999,Medium,Tier 1,Departmental Store,4364.62,03/02/2020 6:23:52
FD4081,14.67,Regular,0.062,Baking Goods,157.49,OUT001,1987,High,Tier 2,Supermarket Type1,4123.39,03/02/2020 6:23:52
FD4818,12.51,Low Sugar,0.015,Fruits and Vegetables,157.5,OUT004,2009,Medium,Tier 2,Supermarket Type2,3635.72,03/02/2020 6:23:52
FD915,12.74,Low Sugar,0.037,Snack Foods,157.51,OUT004,2009,Medium,Tier 2,Supermarket Type2,3686.93,03/02/2020 6:23:52
FD4106,15.73,Low Sugar,0.128,Frozen Foods,157.51,OUT003,1999,Medium,Tier 1,Departmental Store,4364.04,03/02/2020 6:23:52
FD5263,14.24,Regular,0.071,Dairy,157.54,OUT001,1987,High,Tier 2,Supermarket Type1,4026.95,03/02/2020 6:23:52
FD6029,13.51,Low Sugar,0.099,Snack Foods,157.57,OUT004,2009,Medium,Tier 2,Supermarket Type2,3863.1,03/02/2020 6:23:52
FD7563,11.52,Low Sugar,0.042,Canned,157.58,OUT004,2009,Medium,Tier 2,Supermarket Type2,3412.98,03/02/2020 6:23:52
FD4035,12.24,Low Sugar,0.072,Frozen Foods,157.59,OUT004,2009,Medium,Tier 2,Supermarket Type2,3576.25,03/02/2020 6:23:52
FD6100,13.83,Low Sugar,0.016,Dairy,157.59,OUT004,2009,Medium,Tier 2,Supermarket Type2,3934.91,03/02/2020 6:23:52
NC235,12.55,No Sugar,0.162,Household,157.6,OUT004,2009,Medium,Tier 2,Supermarket Type2,3805.39,03/02/2020 6:23:52
NC7941,14.86,No Sugar,0.07,Health and Hygiene,157.62,OUT001,1987,High,Tier 2,Supermarket Type1,4168.05,03/02/2020 6:23:52
FD3287,14.7,Low Sugar,0.178,Dairy,157.63,OUT001,1987,High,Tier 2,Supermarket Type1,4133.49,03/02/2020 6:23:52
NC6204,15.77,No Sugar,0.009,Others,157.63,OUT003,1999,Medium,Tier 1,Departmental Store,4374.63,03/02/2020 6:23:52
FD2254,10.63,Low Sugar,0.061,Snack Foods,157.66,OUT004,2009,Medium,Tier 2,Supermarket Type2,3213.85,03/02/2020 6:23:52
FD2396,11.36,Regular,0.112,Snack Foods,157.67,OUT004,2009,Medium,Tier 2,Supermarket Type2,3379.19,03/02/2020 6:23:52
FD1055,9.83,Low Sugar,0.07,Meat,157.69,OUT004,2009,Medium,Tier 2,Supermarket Type2,3034.03,03/02/2020 6:23:52
FD626,12.81,Low Sugar,0.066,Fruits and Vegetables,157.7,OUT004,2009,Medium,Tier 2,Supermarket Type2,3706.67,03/02/2020 6:23:52
NC8338,12.26,No Sugar,0.094,Health and Hygiene,157.71,OUT004,2009,Medium,Tier 2,Supermarket Type2,3582.84,03/02/2020 6:23:52
FD2192,13.73,Low Sugar,0.04,Fruits and Vegetables,157.71,OUT004,2009,Medium,Tier 2,Supermarket Type2,3915.56,03/02/2020 6:23:52
FD8383,14.92,Regular,0.053,Fruits and Vegetables,157.72,OUT001,1987,High,Tier 2,Supermarket Type1,4184.88,03/02/2020 6:23:52
NC1176,9.57,No Sugar,0.017,Household,157.73,OUT004,2009,Medium,Tier 2,Supermarket Type2,2974.97,03/02/2020 6:23:52
FD1609,10.4,Low Sugar,0.011,Canned,157.73,OUT004,2009,Medium,Tier 2,Supermarket Type2,3162.04,03/02/2020 6:23:52
FD136,16.71,Low Sugar,0.154,Dairy,157.73,OUT003,1999,Medium,Tier 1,Departmental Store,6497.24,03/02/2020 6:23:52
FD4298,15.24,Low Sugar,0.042,Dairy,157.75,OUT003,1999,Medium,Tier 1,Departmental Store,4258.04,03/02/2020 6:23:52
NC2846,15.57,No Sugar,0.173,Health and Hygiene,157.75,OUT003,1999,Medium,Tier 1,Departmental Store,4330.81,03/02/2020 6:23:52
FD5903,12.5,Low Sugar,0.048,Fruits and Vegetables,157.76,OUT004,2009,Medium,Tier 2,Supermarket Type2,3637.98,03/02/2020 6:23:52
FD6350,12,Low Sugar,0.097,Snack Foods,157.77,OUT004,2009,Medium,Tier 2,Supermarket Type2,3524.53,03/02/2020 6:23:52
FD4415,10.94,Low Sugar,0.074,Canned,157.78,OUT004,2009,Medium,Tier 2,Supermarket Type2,3286.41,03/02/2020 6:23:52
FD5602,13.21,Low Sugar,0.067,Snack Foods,157.8,OUT004,2009,Medium,Tier 2,Supermarket Type2,3800.42,03/02/2020 6:23:52
FD4025,10.2,Regular,0.04,Meat,157.81,OUT004,2009,Medium,Tier 2,Supermarket Type2,3119.7,03/02/2020 6:23:52
FD543,10.76,Regular,0.055,Frozen Foods,157.81,OUT004,2009,Medium,Tier 2,Supermarket Type2,1740.27,03/02/2020 6:23:52
FD8506,14.19,Regular,0.126,Meat,157.81,OUT001,1987,High,Tier 2,Supermarket Type1,4022.32,03/02/2020 6:23:52
NC3691,14.87,No Sugar,0.017,Others,157.82,OUT001,1987,High,Tier 2,Supermarket Type1,4174.81,03/02/2020 6:23:52
FD1364,11.65,Regular,0.154,Canned,157.84,OUT004,2009,Medium,Tier 2,Supermarket Type2,3447.49,03/02/2020 6:23:52
FD4969,12.58,Low Sugar,0.028,Dairy,157.84,OUT004,2009,Medium,Tier 2,Supermarket Type2,3658.4,03/02/2020 6:23:52
FD2768,12.95,Low Sugar,0.076,Dairy,157.84,OUT004,2009,Medium,Tier 2,Supermarket Type2,3742.18,03/02/2020 6:23:52
DR312,13.08,Low Sugar,0.136,Hard Drinks,157.84,OUT004,2009,Medium,Tier 2,Supermarket Type2,5258.01,03/02/2020 6:23:52
DR4291,11.99,Low Sugar,0.012,Soft Drinks,157.85,OUT004,2009,Medium,Tier 2,Supermarket Type2,3525.77,03/02/2020 6:23:52
FD8031,9.92,Regular,0.012,Frozen Foods,157.86,OUT004,2009,Medium,Tier 2,Supermarket Type2,3056.66,03/02/2020 6:23:52
FD4427,12.47,Low Sugar,0.174,Meat,157.88,OUT004,2009,Medium,Tier 2,Supermarket Type2,3633.95,03/02/2020 6:23:52
FD1170,15.56,Low Sugar,0.075,Frozen Foods,157.89,OUT003,1999,Medium,Tier 1,Departmental Store,4331.94,03/02/2020 6:23:52
FD142,12.35,Regular,0.005,Canned,157.91,OUT004,2009,Medium,Tier 2,Supermarket Type2,4345.5,03/02/2020 6:23:52
FD7852,13.87,Low Sugar,0.115,Snack Foods,157.91,OUT004,2009,Medium,Tier 2,Supermarket Type2,3950.89,03/02/2020 6:23:52
FD7694,14,Regular,0.041,Meat,157.91,OUT004,2009,Medium,Tier 2,Supermarket Type2,3979.59,03/02/2020 6:23:52
FD1772,11.11,Low Sugar,0.025,Snack Foods,157.92,OUT004,2009,Medium,Tier 2,Supermarket Type2,3326.65,03/02/2020 6:23:52
NC7171,14.03,No Sugar,0.016,Household,157.94,OUT004,2009,Medium,Tier 2,Supermarket Type2,3988.7,03/02/2020 6:23:52
FD5227,14.61,Regular,0.014,Snack Foods,157.95,OUT001,1987,High,Tier 2,Supermarket Type1,4118.49,03/02/2020 6:23:52
FD2472,11.47,Low Sugar,0.049,Canned,157.96,OUT004,2009,Medium,Tier 2,Supermarket Type2,3410,03/02/2020 6:23:52
FD6040,12.44,Low Sugar,0.025,Fruits and Vegetables,157.96,OUT004,2009,Medium,Tier 2,Supermarket Type2,3628.14,03/02/2020 6:23:52
NC4429,11.09,No Sugar,0.021,Household,157.97,OUT004,2009,Medium,Tier 2,Supermarket Type2,3324.12,03/02/2020 6:23:52
FD6109,13.6,Low Sugar,0.094,Baking Goods,157.98,OUT004,2009,Medium,Tier 2,Supermarket Type2,3891.63,03/02/2020 6:23:52
FD5810,13.61,Low Sugar,0.124,Dairy,157.98,OUT004,2009,Medium,Tier 2,Supermarket Type2,3894.16,03/02/2020 6:23:52
FD7038,14.73,Regular,0.069,Dairy,157.99,OUT001,1987,High,Tier 2,Supermarket Type1,4146.36,03/02/2020 6:23:52
FD2112,10.27,Regular,0.014,Frozen Foods,158.01,OUT004,2009,Medium,Tier 2,Supermarket Type2,3138.69,03/02/2020 6:23:52
NC155,12.88,No Sugar,0.036,Health and Hygiene,158.01,OUT002,1998,Small,Tier 3,Food Mart,1281.39,03/02/2020 6:23:52
FD3363,13.6,Low Sugar,0.035,Breakfast,158.01,OUT004,2009,Medium,Tier 2,Supermarket Type2,3892.16,03/02/2020 6:23:52
FD5033,12.84,Low Sugar,0.066,Snack Foods,158.02,OUT004,2009,Medium,Tier 2,Supermarket Type2,3720.69,03/02/2020 6:23:52
FD6750,12.52,Low Sugar,0.142,Snack Foods,158.05,OUT004,2009,Medium,Tier 2,Supermarket Type2,3649.03,03/02/2020 6:23:52
FD1495,13.96,Low Sugar,0.13,Breads,158.05,OUT004,2009,Medium,Tier 2,Supermarket Type2,3974.23,03/02/2020 6:23:52
NC2060,11.76,No Sugar,0.075,Health and Hygiene,158.08,OUT004,2009,Medium,Tier 2,Supermarket Type2,3476.86,03/02/2020 6:23:52
DR6416,12.16,Regular,0.03,Soft Drinks,158.08,OUT004,2009,Medium,Tier 2,Supermarket Type2,3568.45,03/02/2020 6:23:52
FD3487,13.44,Regular,0.016,Dairy,158.08,OUT004,2009,Medium,Tier 2,Supermarket Type2,3856.91,03/02/2020 6:23:52
FD8367,14.16,Low Sugar,0.053,Fruits and Vegetables,158.08,OUT001,1987,High,Tier 2,Supermarket Type1,4020.73,03/02/2020 6:23:52
FD3652,13.17,Low Sugar,0.021,Dairy,158.1,OUT004,2009,Medium,Tier 2,Supermarket Type2,3796.18,03/02/2020 6:23:52
FD1890,15.77,Regular,0.006,Canned,158.1,OUT003,1999,Medium,Tier 1,Departmental Store,4383.85,03/02/2020 6:23:52
FD6573,13.18,Low Sugar,0.018,Starchy Foods,158.11,OUT004,2009,Medium,Tier 2,Supermarket Type2,3799.91,03/02/2020 6:23:52
FD4056,12.27,Regular,0.062,Snack Foods,158.12,OUT004,2009,Medium,Tier 2,Supermarket Type2,3594.1,03/02/2020 6:23:52
DR8278,14.65,Low Sugar,0.009,Soft Drinks,158.12,OUT001,1987,High,Tier 2,Supermarket Type1,4130.89,03/02/2020 6:23:52
FD2317,12.85,Low Sugar,0.022,Fruits and Vegetables,158.13,OUT004,2009,Medium,Tier 2,Supermarket Type2,3724.09,03/02/2020 6:23:52
FD8032,15.16,Low Sugar,0.012,Canned,158.13,OUT003,1999,Medium,Tier 1,Departmental Store,4246.67,03/02/2020 6:23:52
FD675,12.33,Low Sugar,0.063,Baking Goods,158.14,OUT004,2009,Medium,Tier 2,Supermarket Type2,3608.21,03/02/2020 6:23:52
NC1919,12.89,No Sugar,0.021,Health and Hygiene,158.2,OUT004,2009,Medium,Tier 2,Supermarket Type2,3735.98,03/02/2020 6:23:52
FD8312,10.06,Low Sugar,0.054,Starchy Foods,158.21,OUT004,2009,Medium,Tier 2,Supermarket Type2,3096.23,03/02/2020 6:23:52
FD3505,10.48,Regular,0.114,Snack Foods,158.21,OUT004,2009,Medium,Tier 2,Supermarket Type2,3190.93,03/02/2020 6:23:52
FD5144,8.5,Regular,0.026,Dairy,158.22,OUT004,2009,Medium,Tier 2,Supermarket Type2,2743.84,03/02/2020 6:23:52
FD8621,12.79,Low Sugar,0.129,Snack Foods,158.23,OUT004,2009,Medium,Tier 2,Supermarket Type2,3712.56,03/02/2020 6:23:52
FD3072,13.61,Low Sugar,0.024,Starchy Foods,158.23,OUT004,2009,Medium,Tier 2,Supermarket Type2,3899.56,03/02/2020 6:23:52
FD6925,10.72,Regular,0.113,Baking Goods,158.26,OUT004,2009,Medium,Tier 2,Supermarket Type2,3247.04,03/02/2020 6:23:52
FD8524,13.94,Low Sugar,0.147,Canned,158.27,OUT004,2009,Medium,Tier 2,Supermarket Type2,3974.5,03/02/2020 6:23:52
FD7510,16.09,Low Sugar,0.054,Fruits and Vegetables,158.33,OUT003,1999,Medium,Tier 1,Departmental Store,4461.82,03/02/2020 6:23:52
